hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2017-03-28T00:00:00,276-0046,210,,,,,,,
HGW1849081661,2017-03-28T00:00:00,261-0013,220,,,,,,,
HGW2592410415,2017-03-28T00:00:00,276-0046,220,,,,,443,0.41,
HGW4192227781,2017-03-28T00:00:00,206-0824,440,,,,,,,
HGW2440335259,2017-03-28T00:00:00,206-0824,60,,,,,213,0.07,
HGW0022302486,2017-03-28T00:00:00,276-0046,650,,,649,,671,0.16,
HGW0119000400,2017-03-28T00:00:00,276-0046,2070,,,2059,,447,0.11,
HGW3575684706,2017-03-28T00:00:00,276-0046,230,,,,,,,
HGW0615069838,2017-03-28T00:00:00,206-0824,,,,,,,,
HGW3729565342,2017-03-28T00:00:00,206-0824,1270,,,,,,,
HGW0527078356,2017-03-28T00:00:00,206-0824,1800,,,1821,,645,0.15,
HGW1592789004,2017-03-28T00:00:00,276-0046,220,,,,,,0.02,
HGW3418795782,2017-03-28T00:00:00,276-0046,50,,,,,182,0.07,
HGW4086841355,2017-03-28T00:00:00,261-0013,450,,,,,,,
HGW2053016894,2017-03-28T00:00:00,261-0013,60,,,,,314,0.08,
HGW2674981515,2017-03-28T00:00:00,276-0046,50,,,,,198,0.07,
HGW4262390424,2017-03-28T00:00:00,276-0046,460,,,,,,0.04,
HGW2056923843,2017-03-28T00:00:00,276-0046,2130,,,1447,,,,
HGW1567490790,2017-03-28T00:00:00,276-0046,2490,,,2160,,,,
HGW2731818357,2017-03-28T00:00:00,276-0046,330,,,,,429,0.26,
HGW0999938138,2017-03-28T00:00:00,261-0013,350,,,,,403,0.12,
HGW1484386037,2017-03-28T00:00:00,261-0013,40,,,,,178,0.06,
HGW2626196856,2017-03-28T00:00:00,276-0046,230,,,,,351,0.1,
HGW2550549887,2017-03-28T00:00:00,261-0013,150,,,,,32,0.06,
HGW3813403007,2017-03-28T00:00:00,261-0013,160,,,60,5,574,0.44,
HGW0341161038,2017-03-28T00:00:00,276-0046,40,,,,,224,0.08,
HGW3506558406,2017-03-28T00:00:00,276-0046,210,,,,,60,0.06,
HGW3088922230,2017-03-28T00:00:00,206-0824,2900,,,1601,,,,
HGW0807025331,2017-03-28T00:00:00,261-0013,120,,,374,,575,0.14,
HGW3176292276,2017-03-28T00:00:00,276-0046,80,,,,,322,0.09,
HGW3316354389,2017-03-28T00:00:00,276-0046,1510,,,,,622,0.14,
HGW0549372333,2017-03-28T00:00:00,276-0046,260,,,,,,,
HGW3835466207,2017-03-28T00:00:00,261-0013,110,,,,,231,,
HGW3938264288,2017-03-28T00:00:00,261-0013,1050,,,828,,,,
HGW0960788623,2017-03-28T00:00:00,206-0824,130,,,,,320,,
HGW2465318239,2017-03-28T00:00:00,206-0824,90,,,,,480,,
HGW4201723405,2017-03-28T00:00:00,206-0824,2530,,,2128,,,,
HGW3464437875,2017-03-28T00:00:00,276-0046,120,,,,,401,,
HGW3424705551,2017-03-28T00:00:00,276-0046,1670,,,1647,,376,0.09,
HGW3475679756,2017-03-28T00:00:00,261-0013,140,,,,,270,0.07,
HGW1883670650,2017-03-28T00:00:00,261-0013,410,,,,,,0.24,
HGW0011113187,2017-03-28T00:00:00,261-0013,2510,,,2214,,,,
HGW1724705971,2017-03-28T00:00:00,206-0824,250,,,,,,0.01,
HGW2942607227,2017-03-28T00:00:00,261-0013,190,,,,,591,,
HGW0628187266,2017-03-28T00:00:00,206-0824,2080,,,1501,,,,
HGW1195139089,2017-03-28T00:00:00,206-0824,270,,,,,,,
HGW2700713230,2017-03-28T00:00:00,206-0824,50,,,,,250,0.07,
HGW3261148883,2017-03-28T00:00:00,261-0013,170,,,,,252,0.07,
HGW1448815520,2017-03-28T00:00:00,261-0013,860,,,1042,,173,,
HGW2435917096,2017-03-28T00:00:00,206-0824,230,,,,,,,
HGW3657144636,2017-03-28T00:00:00,276-0046,,,,,,,,
HGW3383673487,2017-03-28T00:00:00,206-0824,160,,,,,,,
HGW4248700718,2017-03-28T00:00:00,261-0013,1040,,,,,,,
HGW0418472336,2017-03-28T00:00:00,261-0013,2020,,,1498,,,,
HGW0344115655,2017-03-28T00:00:00,206-0824,1840,,,1492,,,,
HGW2862754275,2017-03-28T00:00:00,573-0084,2615,,,1500,,,,
HGW2864422167,2017-03-28T00:00:00,274-0063,599,,,,,489,0.5,0.1
HGW1145276568,2017-03-28T00:00:00,194-0032,75,,,,,236,0.17,
HGW1628028254,2017-03-28T00:00:00,245-0016,2528,,,1094,,,,
HGW3819013474,2017-03-28T00:00:00,245-0016,63,,,,,196,0.065,
HGW0109674464,2017-03-28T00:00:00,245-0016,1770,,,520,,,,
HGW4266179256,2017-03-28T00:00:00,595-0813,140,,,,,372,0.16,0.009
HGW2507102389,2017-03-28T00:00:00,245-0016,179,,,,,,,
HGW0292545493,2017-03-28T00:00:00,194-0032,500,,,,,,,
HGW3087458710,2017-03-28T00:00:00,573-0084,706,,,,,,,
HGW1163585690,2017-03-28T00:00:00,573-0084,417,,,,,,,
HGW2360924179,2017-03-28T00:00:00,245-0016,517,,,,,,,
HGW2979506575,2017-03-28T00:00:00,573-0084,2751,,,792,,,,0.076
HGW3939678160,2017-03-28T00:00:00,573-0084,348,,,,,522,0.695,0.191
HGW1901037140,2017-03-28T00:00:00,573-0084,4452,,,1149,,,,0.023
HGW2794906293,2017-03-28T00:00:00,194-0032,3449,,,2197,,,,0.005
HGW1255839825,2017-03-28T00:00:00,573-0084,53,,,,,156,0.06,
HGW1922304917,2017-03-28T00:00:00,274-0063,2075,,,902,,,,
HGW0723606708,2017-03-28T00:00:00,194-0032,3464,,,1051,,,,0.01
HGW4233223550,2017-03-28T00:00:00,573-0084,55,,,,,307,0.085,
HGW3975340233,2017-03-28T00:00:00,194-0032,3482,,,1558,,,,
HGW1770315374,2017-03-28T00:00:00,245-0016,678,,,,,,,
HGW2211161695,2017-03-28T00:00:00,573-0084,48,,,,,178,0.115,0.015
HGW3979453947,2017-03-28T00:00:00,274-0063,424,,,,,,,
HGW3210466135,2017-03-28T00:00:00,573-0084,3540,,,2169,,,,
HGW1150228943,2017-03-28T00:00:00,194-0032,45,,,,,210,0.08,
HGW3896978369,2017-03-28T00:00:00,245-0016,2007,,,,,,,
HGW0224584910,2017-03-28T00:00:00,573-0084,70,,,,,248,0.065,0.015
HGW2352450618,2017-03-28T00:00:00,194-0032,1580,,,,,,,0.008
HGW1382864968,2017-03-28T00:00:00,194-0032,64,,,,,328,0.04,
HGW3299398081,2017-03-28T00:00:00,595-0813,177,,,897,,476,0.115,
HGW3556093971,2017-03-28T00:00:00,595-0813,2921,,,2220,,,,0.013
HGW1779326846,2017-03-28T00:00:00,595-0813,75,,,,,238,0.49,0.187
HGW0980111669,2017-03-28T00:00:00,245-0016,3313,,,1191,,669,0.075,0.007
HGW0548855049,2017-03-28T00:00:00,245-0016,63,,,,,606,0.16,
HGW2019559833,2017-03-28T00:00:00,194-0032,3183,,,1705,,,,
HGW3905059517,2017-03-28T00:00:00,274-0063,238,,,,,,,
HGW3107087926,2017-03-28T00:00:00,595-0813,266,,,,,,,0.004
HGW4090376889,2017-03-28T00:00:00,245-0016,261,,,,7,637,0.155,
HGW2896326762,2017-03-28T00:00:00,274-0063,534,,,,,372,0.075,0.194
HGW3027793024,2017-03-28T00:00:00,245-0016,50,,,,,129,0.06,
HGW1337358987,2017-03-28T00:00:00,274-0063,436,,,,,,,
HGW3766800683,2017-03-28T00:00:00,194-0032,114,,,,,566,0.145,0.036
HGW2238224375,2017-03-28T00:00:00,573-0084,273,,,900,,246,0.08,0.006
HGW2500187106,2017-03-28T00:00:00,595-0813,209,,,,,451,0.115,
HGW2633657355,2017-03-28T00:00:00,573-0084,522,,,,,627,0.66,0.207
HGW3036983001,2017-03-28T00:00:00,595-0813,468,,,,,,,
HGW0340690536,2017-03-28T00:00:00,595-0813,77,,,,,238,0.065,0.005
HGW3521173424,2017-03-28T00:00:00,245-0016,88,,,,,562,0.135,
HGW2405676507,2017-03-28T00:00:00,274-0063,354,,,,,504,0.13,
HGW1633016930,2017-03-28T00:00:00,573-0084,49,,,,,166,0.065,
HGW4048014188,2017-03-28T00:00:00,194-0032,554,,,,,680,0.16,0.004
HGW4228193834,2017-03-28T00:00:00,245-0016,444,,,,,,,
HGW3199834989,2017-03-28T00:00:00,245-0016,67,,,,,293,0.21,0.057
HGW0852590661,2017-03-28T00:00:00,595-0813,584,,,,,471,0.42,0.005
HGW3417223008,2017-03-28T00:00:00,194-0032,579,,,,,593,0.155,0.012
HGW0008585550,2017-03-28T00:00:00,573-0084,461,,,,,,,0.009
HGW3412860148,2017-03-28T00:00:00,194-0032,291,,,1,4,357,0.315,
HGW0297198766,2017-03-28T00:00:00,595-0813,1603,,,,,,0.735,0.099
HGW1392167190,2017-03-28T00:00:00,573-0084,391,,,,,383,0.14,0.051
HGW0359516503,2017-03-28T00:00:00,194-0032,50,,,,,194,0.065,
HGW2950693375,2017-03-28T00:00:00,573-0084,72,,,,1013,,,
HGW1540053189,2017-03-28T01:00:00,276-0046,200,,,,,,,
HGW1849081661,2017-03-28T01:00:00,261-0013,240,,,,,,,
HGW2592410415,2017-03-28T01:00:00,276-0046,70,,,,,294,0.42,
HGW4192227781,2017-03-28T01:00:00,206-0824,420,,,,,,,
HGW2440335259,2017-03-28T01:00:00,206-0824,40,,,,,188,0.07,
HGW0022302486,2017-03-28T01:00:00,276-0046,330,,,,,582,0.16,
HGW0119000400,2017-03-28T01:00:00,276-0046,200,,,181,,212,0.06,
HGW3575684706,2017-03-28T01:00:00,276-0046,1600,,,1347,,,,
HGW0615069838,2017-03-28T01:00:00,206-0824,,,,,,,,
HGW3729565342,2017-03-28T01:00:00,206-0824,950,,,,,,,
HGW0527078356,2017-03-28T01:00:00,206-0824,70,,,,,240,0.08,
HGW1592789004,2017-03-28T01:00:00,276-0046,180,,,,,,,
HGW3418795782,2017-03-28T01:00:00,276-0046,40,,,,,169,0.06,
HGW4086841355,2017-03-28T01:00:00,261-0013,390,,,,,,,
HGW2053016894,2017-03-28T01:00:00,261-0013,60,,,,,318,0.08,
HGW2674981515,2017-03-28T01:00:00,276-0046,30,,,,,165,0.06,
HGW4262390424,2017-03-28T01:00:00,276-0046,250,,,,,,,
HGW2056923843,2017-03-28T01:00:00,276-0046,540,,,,,,,
HGW1567490790,2017-03-28T01:00:00,276-0046,790,,,436,,,,
HGW2731818357,2017-03-28T01:00:00,276-0046,220,,,,,383,0.18,
HGW0999938138,2017-03-28T01:00:00,261-0013,280,,,,,292,0.08,
HGW1484386037,2017-03-28T01:00:00,261-0013,30,,,,,159,0.06,
HGW2626196856,2017-03-28T01:00:00,276-0046,130,,,,,261,0.06,
HGW2550549887,2017-03-28T01:00:00,261-0013,150,,,,,28,0.06,
HGW3813403007,2017-03-28T01:00:00,261-0013,460,,,,12,373,0.37,
HGW0341161038,2017-03-28T01:00:00,276-0046,30,,,,,200,0.08,
HGW3506558406,2017-03-28T01:00:00,276-0046,190,,,,,61,0.06,
HGW3088922230,2017-03-28T01:00:00,206-0824,220,,,,,,,
HGW0807025331,2017-03-28T01:00:00,261-0013,70,,,144,,298,0.08,
HGW3176292276,2017-03-28T01:00:00,276-0046,40,,,,,249,0.08,
HGW3316354389,2017-03-28T01:00:00,276-0046,460,,,,,617,0.15,
HGW0549372333,2017-03-28T01:00:00,276-0046,260,,,,,,,
HGW3835466207,2017-03-28T01:00:00,261-0013,120,,,,,249,,
HGW3938264288,2017-03-28T01:00:00,261-0013,170,,,,,,,
HGW0960788623,2017-03-28T01:00:00,206-0824,100,,,,,270,,
HGW2465318239,2017-03-28T01:00:00,206-0824,50,,,,,202,,
HGW4201723405,2017-03-28T01:00:00,206-0824,240,,,33,,,,
HGW3464437875,2017-03-28T01:00:00,276-0046,90,,,,,360,,
HGW3424705551,2017-03-28T01:00:00,276-0046,40,,,,,226,0.08,
HGW3475679756,2017-03-28T01:00:00,261-0013,110,,,,,266,0.09,
HGW1883670650,2017-03-28T01:00:00,261-0013,230,,,,,,,
HGW0011113187,2017-03-28T01:00:00,261-0013,490,,,269,,,,
HGW1724705971,2017-03-28T01:00:00,206-0824,260,,,,,,,
