hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-08-07T00:00:00,276-0046,170,,,,,,,
HGW1849081661,2016-08-07T00:00:00,261-0013,210,,,,,,,
HGW2592410415,2016-08-07T00:00:00,276-0046,910,,,,,,0.01,
HGW4192227781,2016-08-07T00:00:00,206-0824,160,,,,,242,0.07,
HGW2440335259,2016-08-07T00:00:00,206-0824,160,,,,,239,0.07,
HGW0022302486,2016-08-07T00:00:00,276-0046,2600,,,2124,,,,
HGW0119000400,2016-08-07T00:00:00,276-0046,2460,,,1687,,,,
HGW3729565342,2016-08-07T00:00:00,206-0824,630,,,,,,,
HGW0527078356,2016-08-07T00:00:00,206-0824,250,,,,,,,
HGW3418795782,2016-08-07T00:00:00,276-0046,230,,,,,,,
HGW4086841355,2016-08-07T00:00:00,261-0013,210,,,,,,,
HGW2053016894,2016-08-07T00:00:00,261-0013,1150,,,,,,0.02,
HGW4262390424,2016-08-07T00:00:00,276-0046,390,,,,,,,
HGW2056923843,2016-08-07T00:00:00,276-0046,1610,,,1011,,,,
HGW1567490790,2016-08-07T00:00:00,276-0046,210,,,,,,,
HGW2731818357,2016-08-07T00:00:00,276-0046,1050,,,,,,0.03,
HGW0999938138,2016-08-07T00:00:00,261-0013,690,,,,,,,
HGW1484386037,2016-08-07T00:00:00,261-0013,40,,,,,181,0.06,
HGW2626196856,2016-08-07T00:00:00,276-0046,730,,,,,,0.01,
HGW3813403007,2016-08-07T00:00:00,261-0013,360,,,,,243,0.22,
HGW0341161038,2016-08-07T00:00:00,276-0046,840,,,,,,,
HGW3506558406,2016-08-07T00:00:00,276-0046,620,,,,,,,
HGW3088922230,2016-08-07T00:00:00,206-0824,2730,,,2160,,,,
HGW0807025331,2016-08-07T00:00:00,261-0013,560,,,,,,,
HGW3316354389,2016-08-07T00:00:00,276-0046,580,,,,,,0.03,
HGW3835466207,2016-08-07T00:00:00,261-0013,570,,,,,,,
HGW3938264288,2016-08-07T00:00:00,261-0013,260,,,43,,,,
HGW0960788623,2016-08-07T00:00:00,206-0824,640,,,,,,,
HGW2465318239,2016-08-07T00:00:00,206-0824,670,,,,,,,
HGW4201723405,2016-08-07T00:00:00,206-0824,2720,,,2120,,,,
HGW2984162470,2016-08-07T00:00:00,206-0824,439,,,119,153,,,
HGW2862754275,2016-08-07T00:00:00,573-0084,2734,,,1649,,,,
HGW2864422167,2016-08-07T00:00:00,274-0063,163,,,,,417,0.135,
HGW1145276568,2016-08-07T00:00:00,194-0032,268,,,,,,,0.006
HGW1628028254,2016-08-07T00:00:00,245-0016,1554,,,284,,,,
HGW3819013474,2016-08-07T00:00:00,245-0016,757,,,,,,,0.002
HGW0109674464,2016-08-07T00:00:00,245-0016,713,,,,,,,0.002
HGW4266179256,2016-08-07T00:00:00,595-0813,493,,,,,,,
HGW2675582057,2016-08-07T00:00:00,274-0063,791,,,,,,,
HGW2507102389,2016-08-07T00:00:00,245-0016,2512,,,1448,,,,
HGW0292545493,2016-08-07T00:00:00,194-0032,2533,,,1083,,,,0.003
HGW1888757583,2016-08-07T00:00:00,194-0032,136,,,,,,,
HGW3087458710,2016-08-07T00:00:00,573-0084,416,,,,,,,
HGW1163585690,2016-08-07T00:00:00,573-0084,88,,,,,263,0.075,
HGW2360924179,2016-08-07T00:00:00,245-0016,663,,,,,,,
HGW2979506575,2016-08-07T00:00:00,573-0084,557,,,,,,,0.07
HGW3939678160,2016-08-07T00:00:00,573-0084,720,,,,,295,0.085,0.024
HGW1901037140,2016-08-07T00:00:00,573-0084,2790,,,1044,,,,0.009
HGW1255839825,2016-08-07T00:00:00,573-0084,290,,,,,,,
HGW1922304917,2016-08-07T00:00:00,274-0063,432,,,,,,,
HGW0723606708,2016-08-07T00:00:00,194-0032,2170,,,703,,,,
HGW4233223550,2016-08-07T00:00:00,573-0084,420,,,,,,,
HGW3975340233,2016-08-07T00:00:00,194-0032,3005,,,1265,,,,
HGW1770315374,2016-08-07T00:00:00,245-0016,3328,,,1263,,,,0.007
HGW2211161695,2016-08-07T00:00:00,573-0084,280,,,,,,,0.008
HGW3979453947,2016-08-07T00:00:00,274-0063,286,,,,,297,0.04,
HGW3210466135,2016-08-07T00:00:00,573-0084,1416,,,168,,,,0.009
HGW1150228943,2016-08-07T00:00:00,194-0032,401,,,,,,,
HGW3896978369,2016-08-07T00:00:00,245-0016,309,,,,176,,,
HGW0224584910,2016-08-07T00:00:00,573-0084,517,,,,,,,
HGW2352450618,2016-08-07T00:00:00,194-0032,2967,,,1023,,,,
HGW1382864968,2016-08-07T00:00:00,194-0032,1818,,,575,,,,
HGW3299398081,2016-08-07T00:00:00,595-0813,596,,,,26,356,0.095,0.007
HGW3556093971,2016-08-07T00:00:00,595-0813,1861,,,463,,,,0.007
HGW1779326846,2016-08-07T00:00:00,595-0813,331,,,,,,,0.017
HGW0980111669,2016-08-07T00:00:00,245-0016,521,,,,,,,
HGW0548855049,2016-08-07T00:00:00,245-0016,591,,,,,,,0.052
HGW2019559833,2016-08-07T00:00:00,194-0032,1960,,,606,,,,0.008
HGW3905059517,2016-08-07T00:00:00,274-0063,923,,,,,,,0.008
HGW3107087926,2016-08-07T00:00:00,595-0813,361,,,,,,,
HGW4090376889,2016-08-07T00:00:00,245-0016,180,,,,,349,0.09,0.005
HGW2896326762,2016-08-07T00:00:00,274-0063,93,,,,,242,0.035,0.005
HGW3027793024,2016-08-07T00:00:00,245-0016,1127,,,,,,,0.015
HGW1337358987,2016-08-07T00:00:00,274-0063,468,,,,,,,
HGW3766800683,2016-08-07T00:00:00,194-0032,50,,,,,342,0.095,
HGW2238224375,2016-08-07T00:00:00,573-0084,632,,,896,,,,0.006
HGW2500187106,2016-08-07T00:00:00,595-0813,101,,,,,321,0.09,
HGW2633657355,2016-08-07T00:00:00,573-0084,368,,,,114,407,0.11,0.21
HGW3036983001,2016-08-07T00:00:00,595-0813,44,,,,,368,0.175,
HGW0340690536,2016-08-07T00:00:00,595-0813,149,,,,,355,0.095,
HGW3521173424,2016-08-07T00:00:00,245-0016,663,,,,,,,
HGW2405676507,2016-08-07T00:00:00,274-0063,286,,,,,,0.02,
HGW1633016930,2016-08-07T00:00:00,573-0084,66,,,,,205,0.08,0.002
HGW4048014188,2016-08-07T00:00:00,194-0032,543,,,,,,,0.004
HGW4228193834,2016-08-07T00:00:00,245-0016,548,,,,,,,
HGW3199834989,2016-08-07T00:00:00,245-0016,343,,,,,,,
HGW0852590661,2016-08-07T00:00:00,595-0813,155,,,,,310,0.095,0.005
HGW3417223008,2016-08-07T00:00:00,194-0032,308,,,,,279,0.08,0.003
HGW0008585550,2016-08-07T00:00:00,573-0084,406,,,,,,,0.001
HGW3412860148,2016-08-07T00:00:00,194-0032,710,,,,3,,0.225,0.008
HGW0297198766,2016-08-07T00:00:00,595-0813,157,,,,,428,0.115,0.002
HGW1392167190,2016-08-07T00:00:00,573-0084,697,,,,,,,0.003
HGW0359516503,2016-08-07T00:00:00,194-0032,350,,,,,,,
HGW2950693375,2016-08-07T00:00:00,573-0084,748,,,,,,,
HGW1540053189,2016-08-07T01:00:00,276-0046,170,,,,,,,
HGW1849081661,2016-08-07T01:00:00,261-0013,200,,,,,,,
HGW2592410415,2016-08-07T01:00:00,276-0046,810,,,,,,,
HGW4192227781,2016-08-07T01:00:00,206-0824,150,,,,,233,0.07,
HGW2440335259,2016-08-07T01:00:00,206-0824,140,,,,,208,0.06,
HGW0022302486,2016-08-07T01:00:00,276-0046,1050,,,716,,,,
HGW0119000400,2016-08-07T01:00:00,276-0046,640,,,,,,,
HGW3729565342,2016-08-07T01:00:00,206-0824,780,,,,,,,
HGW0527078356,2016-08-07T01:00:00,206-0824,190,,,,,,,
HGW3418795782,2016-08-07T01:00:00,276-0046,210,,,,,,,
HGW4086841355,2016-08-07T01:00:00,261-0013,200,,,,,,,
HGW2053016894,2016-08-07T01:00:00,261-0013,1150,,,,,,0.02,
HGW4262390424,2016-08-07T01:00:00,276-0046,500,,,,,,,
HGW2056923843,2016-08-07T01:00:00,276-0046,460,,,,,,,
HGW1567490790,2016-08-07T01:00:00,276-0046,190,,,,,,,
