hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2017-02-07T00:00:00,276-0046,260,,,,,,,
HGW1849081661,2017-02-07T00:00:00,261-0013,250,,,,,,,
HGW2592410415,2017-02-07T00:00:00,276-0046,60,,,,,213,0.07,
HGW4192227781,2017-02-07T00:00:00,206-0824,680,,,,,,0.02,
HGW2440335259,2017-02-07T00:00:00,206-0824,70,,,,,261,0.08,
HGW0022302486,2017-02-07T00:00:00,276-0046,1940,,,1649,,626,0.14,
HGW0119000400,2017-02-07T00:00:00,276-0046,2900,,,2044,,514,0.26,
HGW3729565342,2017-02-07T00:00:00,206-0824,130,,,,,337,0.11,
HGW0527078356,2017-02-07T00:00:00,206-0824,2000,,,2113,,540,0.14,
HGW3418795782,2017-02-07T00:00:00,276-0046,40,,,,,225,0.1,
HGW4086841355,2017-02-07T00:00:00,261-0013,370,,,,,351,0.09,
HGW2053016894,2017-02-07T00:00:00,261-0013,50,,,,,281,0.07,
HGW2674981515,2017-02-07T00:00:00,276-0046,110,,,,,242,0.09,
HGW4262390424,2017-02-07T00:00:00,276-0046,260,,,,,483,0.37,
HGW2056923843,2017-02-07T00:00:00,276-0046,2770,,,2160,,,,
HGW1567490790,2017-02-07T00:00:00,276-0046,2460,,,2160,,,,
HGW2731818357,2017-02-07T00:00:00,276-0046,340,,,,,393,0.35,
HGW0999938138,2017-02-07T00:00:00,261-0013,680,,,,,,0.02,
HGW1484386037,2017-02-07T00:00:00,261-0013,50,,,,,207,0.07,
HGW2626196856,2017-02-07T00:00:00,276-0046,230,,,,,429,0.11,
HGW2550549887,2017-02-07T00:00:00,261-0013,150,,,,,60,0.07,
HGW3813403007,2017-02-07T00:00:00,261-0013,830,,,,362,,0.31,
HGW0341161038,2017-02-07T00:00:00,276-0046,110,,,,,213,0.1,
HGW3506558406,2017-02-07T00:00:00,276-0046,600,,,,,,0.03,
HGW3088922230,2017-02-07T00:00:00,206-0824,3120,,,2160,,,,
HGW0807025331,2017-02-07T00:00:00,261-0013,70,,,,,224,0.07,
HGW3176292276,2017-02-07T00:00:00,276-0046,580,,,,,,0.04,
HGW3316354389,2017-02-07T00:00:00,276-0046,1410,,,,,691,0.16,
HGW0549372333,2017-02-07T00:00:00,276-0046,,,,,,,,
HGW3835466207,2017-02-07T00:00:00,261-0013,120,,10,,,310,,
HGW3938264288,2017-02-07T00:00:00,261-0013,600,,,301,,,,
HGW0960788623,2017-02-07T00:00:00,206-0824,60,,,,,286,,
HGW2465318239,2017-02-07T00:00:00,206-0824,110,,,,,319,,
HGW4201723405,2017-02-07T00:00:00,206-0824,410,,,234,,,,
HGW3464437875,2017-02-07T00:00:00,276-0046,890,,,,,,,
HGW3424705551,2017-02-07T00:00:00,276-0046,460,,,,,,,
HGW3475679756,2017-02-07T00:00:00,261-0013,140,,,,,349,0.11,
HGW1883670650,2017-02-07T00:00:00,261-0013,140,,,,,,,
HGW0011113187,2017-02-07T00:00:00,261-0013,3960,,,2160,,,,
HGW1724705971,2017-02-07T00:00:00,206-0824,620,,,,,,,
HGW2942607227,2017-02-07T00:00:00,261-0013,120,,,,,311,,
HGW0628187266,2017-02-07T00:00:00,206-0824,1860,,,1443,,,,
HGW2700713230,2017-02-07T00:00:00,206-0824,100,,,,,432,0.11,
HGW3261148883,2017-02-07T00:00:00,261-0013,1390,,,1074,,510,0.13,
HGW1448815520,2017-02-07T00:00:00,261-0013,1020,,,1494,,355,,
HGW3657144636,2017-02-07T00:00:00,276-0046,160,,,,,601,0.14,
HGW4248700718,2017-02-07T00:00:00,261-0013,160,,,,,,,
HGW0418472336,2017-02-07T00:00:00,261-0013,180,,,,,,,
HGW2862754275,2017-02-07T00:00:00,573-0084,4256,,,2124,,,,0.014
HGW2864422167,2017-02-07T00:00:00,274-0063,229,,,,3,552,0.14,
HGW1145276568,2017-02-07T00:00:00,194-0032,55,,,,,232,0.075,
HGW1628028254,2017-02-07T00:00:00,245-0016,2596,,,1166,,,,
HGW3819013474,2017-02-07T00:00:00,245-0016,233,,,,76,433,0.42,0.142
HGW0109674464,2017-02-07T00:00:00,245-0016,2434,,,1193,,,,0.007
HGW4266179256,2017-02-07T00:00:00,595-0813,71,,,,205,518,0.135,0.001
HGW2507102389,2017-02-07T00:00:00,245-0016,2726,,,1454,,,,
HGW0292545493,2017-02-07T00:00:00,194-0032,4841,,,2220,,,,
HGW1888757583,2017-02-07T00:00:00,194-0032,305,,,,,,,
HGW3087458710,2017-02-07T00:00:00,573-0084,565,,,,,,,0.008
HGW1163585690,2017-02-07T00:00:00,573-0084,134,,,,,285,0.075,
HGW2360924179,2017-02-07T00:00:00,245-0016,365,,,,,542,0.14,
HGW2979506575,2017-02-07T00:00:00,573-0084,2956,,,712,,,,0.045
HGW3939678160,2017-02-07T00:00:00,573-0084,102,,,,,416,0.23,0.062
HGW1901037140,2017-02-07T00:00:00,573-0084,4507,,,1213,,,,
HGW2794906293,2017-02-07T00:00:00,194-0032,7025,,,2187,,,,
HGW1255839825,2017-02-07T00:00:00,573-0084,55,,,,,175,0.06,
HGW1922304917,2017-02-07T00:00:00,274-0063,1251,,,,,,,0.013
HGW0723606708,2017-02-07T00:00:00,194-0032,4226,,,1121,,,,0.011
HGW4233223550,2017-02-07T00:00:00,573-0084,56,,,,,187,0.065,0.015
HGW3975340233,2017-02-07T00:00:00,194-0032,3156,,,1075,,,,0.016
HGW1770315374,2017-02-07T00:00:00,245-0016,3271,,,1190,,,,0.01
HGW2211161695,2017-02-07T00:00:00,573-0084,48,,,,,84,0.03,
HGW3979453947,2017-02-07T00:00:00,274-0063,1919,,,967,,667,0.085,
HGW3210466135,2017-02-07T00:00:00,573-0084,4769,,,2184,,,,
HGW1150228943,2017-02-07T00:00:00,194-0032,43,,,,,302,0.085,
HGW3896978369,2017-02-07T00:00:00,245-0016,1930,,,,,,,
