hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-08-10T00:00:00,276-0046,170,,,,,,,
HGW1849081661,2016-08-10T00:00:00,261-0013,200,,,,,,,
HGW2592410415,2016-08-10T00:00:00,276-0046,220,,,,,390,0.1,
HGW4192227781,2016-08-10T00:00:00,206-0824,390,,,,,,,
HGW2440335259,2016-08-10T00:00:00,206-0824,500,,,,,,,
HGW0022302486,2016-08-10T00:00:00,276-0046,1540,,,1133,,,,
HGW0119000400,2016-08-10T00:00:00,276-0046,2060,,,1171,,77,0.02,
HGW3729565342,2016-08-10T00:00:00,206-0824,390,,,,,370,0.14,
HGW0527078356,2016-08-10T00:00:00,206-0824,540,,,,,,,
HGW3418795782,2016-08-10T00:00:00,276-0046,50,,,,,193,0.06,
HGW4086841355,2016-08-10T00:00:00,261-0013,200,,,,,,,
HGW2053016894,2016-08-10T00:00:00,261-0013,170,,,,,432,0.11,
HGW4262390424,2016-08-10T00:00:00,276-0046,610,,,,,,,
HGW2056923843,2016-08-10T00:00:00,276-0046,850,,,,,,,
HGW1567490790,2016-08-10T00:00:00,276-0046,380,,,,,,,
HGW2731818357,2016-08-10T00:00:00,276-0046,510,,,,,,,
HGW0999938138,2016-08-10T00:00:00,261-0013,1090,,,,,,,
HGW1484386037,2016-08-10T00:00:00,261-0013,420,,,,,,,
HGW2626196856,2016-08-10T00:00:00,276-0046,860,,,,,,,
HGW3813403007,2016-08-10T00:00:00,261-0013,310,,,,,,,
HGW0341161038,2016-08-10T00:00:00,276-0046,770,,,,,,,
HGW3506558406,2016-08-10T00:00:00,276-0046,490,,,,,,,
HGW3088922230,2016-08-10T00:00:00,206-0824,3210,,,2207,,,,
HGW0807025331,2016-08-10T00:00:00,261-0013,430,,,,,,,
HGW3316354389,2016-08-10T00:00:00,276-0046,140,,,,,289,0.08,
HGW3835466207,2016-08-10T00:00:00,261-0013,650,,,,,,,
HGW3938264288,2016-08-10T00:00:00,261-0013,220,,,,,,,
HGW0960788623,2016-08-10T00:00:00,206-0824,350,,,,,358,,
HGW2465318239,2016-08-10T00:00:00,206-0824,750,,,,,,,
HGW4201723405,2016-08-10T00:00:00,206-0824,2810,,,2132,,,,
HGW2984162470,2016-08-10T00:00:00,206-0824,424,,1,228,265,,,
HGW2862754275,2016-08-10T00:00:00,573-0084,3474,,,2160,,,,
HGW2864422167,2016-08-10T00:00:00,274-0063,1119,,,,20,,,0.032
HGW1145276568,2016-08-10T00:00:00,194-0032,372,,,,,,,0.015
HGW1628028254,2016-08-10T00:00:00,245-0016,1700,,,468,,,,
HGW3819013474,2016-08-10T00:00:00,245-0016,598,,,,,,,
HGW0109674464,2016-08-10T00:00:00,245-0016,2777,,,1146,,,,0.009
HGW4266179256,2016-08-10T00:00:00,595-0813,652,,,,,,0.01,0.018
HGW2675582057,2016-08-10T00:00:00,274-0063,3066,,,2222,,,,
HGW2507102389,2016-08-10T00:00:00,245-0016,519,,,,,,,0.029
HGW0292545493,2016-08-10T00:00:00,194-0032,1879,,,10,,,,0.009
