hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-08-27T00:00:00,276-0046,180,,,,,,,
HGW1849081661,2016-08-27T00:00:00,261-0013,230,,,,,,,
HGW2592410415,2016-08-27T00:00:00,276-0046,660,,,,,,,
HGW4192227781,2016-08-27T00:00:00,206-0824,140,,,,,271,0.07,
HGW2440335259,2016-08-27T00:00:00,206-0824,420,,,,,,,
HGW0022302486,2016-08-27T00:00:00,276-0046,1090,,,,,,,
HGW0119000400,2016-08-27T00:00:00,276-0046,2140,,,1055,,,,
HGW3729565342,2016-08-27T00:00:00,206-0824,180,,,,,333,0.08,
HGW0527078356,2016-08-27T00:00:00,206-0824,190,,,,,,,
HGW3418795782,2016-08-27T00:00:00,276-0046,120,,,,,220,0.07,
HGW4086841355,2016-08-27T00:00:00,261-0013,430,,,,,,,
HGW2053016894,2016-08-27T00:00:00,261-0013,680,,,,,,,
HGW4262390424,2016-08-27T00:00:00,276-0046,570,,,,,415,0.11,
HGW2056923843,2016-08-27T00:00:00,276-0046,3050,,,2220,,,,
HGW1567490790,2016-08-27T00:00:00,276-0046,2510,,,2154,,,,
HGW2731818357,2016-08-27T00:00:00,276-0046,360,,,,,,,
HGW0999938138,2016-08-27T00:00:00,261-0013,1020,,,,,,,
HGW1484386037,2016-08-27T00:00:00,261-0013,780,,,,,,,
HGW2626196856,2016-08-27T00:00:00,276-0046,1070,,,,,,0.01,
HGW3813403007,2016-08-27T00:00:00,261-0013,620,,,,,,,
HGW0341161038,2016-08-27T00:00:00,276-0046,950,,,,,,,
HGW3506558406,2016-08-27T00:00:00,276-0046,340,,,,,,,
HGW3088922230,2016-08-27T00:00:00,206-0824,2650,,,2163,,,,
HGW0807025331,2016-08-27T00:00:00,261-0013,390,,,,,,,
HGW3316354389,2016-08-27T00:00:00,276-0046,560,,,,,,0.01,
HGW3835466207,2016-08-27T00:00:00,261-0013,380,,,,,,,
HGW3938264288,2016-08-27T00:00:00,261-0013,610,,,,,2,,
HGW0960788623,2016-08-27T00:00:00,206-0824,840,,,,,,,
HGW2465318239,2016-08-27T00:00:00,206-0824,570,,,,,,,
HGW4201723405,2016-08-27T00:00:00,206-0824,2280,,,1580,,,,
HGW2984162470,2016-08-27T00:00:00,206-0824,417,,,118,161,,,
HGW2862754275,2016-08-27T00:00:00,573-0084,2676,,,1193,,,,0.02
HGW2864422167,2016-08-27T00:00:00,274-0063,1039,,,,2,,,
HGW1145276568,2016-08-27T00:00:00,194-0032,42,,,,,261,0.08,0.021
HGW1628028254,2016-08-27T00:00:00,245-0016,2146,,,1010,,,,
HGW3819013474,2016-08-27T00:00:00,245-0016,609,,,,,,,
HGW0109674464,2016-08-27T00:00:00,245-0016,2456,,,1104,,,,0.008
HGW4266179256,2016-08-27T00:00:00,595-0813,724,,,,367,,,0.039
HGW2507102389,2016-08-27T00:00:00,245-0016,169,,,,,,,
HGW0292545493,2016-08-27T00:00:00,194-0032,3256,,,1580,,,,0.017
HGW1888757583,2016-08-27T00:00:00,194-0032,136,,,,,,,
HGW3087458710,2016-08-27T00:00:00,573-0084,394,,,,,,,
HGW1163585690,2016-08-27T00:00:00,573-0084,319,,,,,,,
HGW2360924179,2016-08-27T00:00:00,245-0016,603,,,,,,,
HGW2979506575,2016-08-27T00:00:00,573-0084,566,,,,,,,0.075
HGW3939678160,2016-08-27T00:00:00,573-0084,220,,,,,285,0.08,
HGW1901037140,2016-08-27T00:00:00,573-0084,3339,,,1212,,,,0.052
HGW1255839825,2016-08-27T00:00:00,573-0084,443,,,,,,,
HGW1922304917,2016-08-27T00:00:00,274-0063,1778,,,514,,,,0.015
HGW0723606708,2016-08-27T00:00:00,194-0032,959,,,,,,,
HGW4233223550,2016-08-27T00:00:00,573-0084,309,,,,,,,0.007
HGW3975340233,2016-08-27T00:00:00,194-0032,2578,,,2158,,,,
HGW1770315374,2016-08-27T00:00:00,245-0016,2974,,,1156,,,,
HGW2211161695,2016-08-27T00:00:00,573-0084,343,,,,,,,
HGW3979453947,2016-08-27T00:00:00,274-0063,385,,,,,,,
HGW3210466135,2016-08-27T00:00:00,573-0084,1992,,,846,,,,
HGW1150228943,2016-08-27T00:00:00,194-0032,568,,,,,,,
HGW3896978369,2016-08-27T00:00:00,245-0016,249,,,,,,,
