hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-07-17T00:00:00,276-0046,170,,,,,,,
HGW1849081661,2016-07-17T00:00:00,261-0013,220,,,,,,,
HGW2592410415,2016-07-17T00:00:00,276-0046,350,,,,,,,
HGW4192227781,2016-07-17T00:00:00,206-0824,360,,,,,,,
HGW2440335259,2016-07-17T00:00:00,206-0824,50,,,,,240,0.07,
HGW0022302486,2016-07-17T00:00:00,276-0046,1320,,,570,,,0.02,
HGW0119000400,2016-07-17T00:00:00,276-0046,1130,,,258,,,,
HGW3729565342,2016-07-17T00:00:00,206-0824,120,,,,,,,
HGW0527078356,2016-07-17T00:00:00,206-0824,600,,,,,,,
HGW3418795782,2016-07-17T00:00:00,276-0046,290,,,,,,,
HGW4086841355,2016-07-17T00:00:00,261-0013,1180,,,,,,0.01,
HGW2053016894,2016-07-17T00:00:00,261-0013,450,,,,,496,0.12,
HGW4262390424,2016-07-17T00:00:00,276-0046,410,,,,,,,
HGW2056923843,2016-07-17T00:00:00,276-0046,2830,,,2206,,,,
HGW1567490790,2016-07-17T00:00:00,276-0046,630,,,,,,,
HGW2731818357,2016-07-17T00:00:00,276-0046,600,,,,,,,
HGW0999938138,2016-07-17T00:00:00,261-0013,960,,,,,,,
HGW1484386037,2016-07-17T00:00:00,261-0013,910,,,,,,,
HGW2626196856,2016-07-17T00:00:00,276-0046,790,,,,,302,0.08,
HGW3813403007,2016-07-17T00:00:00,261-0013,530,,,,2,,0.01,
HGW0341161038,2016-07-17T00:00:00,276-0046,1050,,,,,,0.01,
HGW3506558406,2016-07-17T00:00:00,276-0046,380,,,,,,,
HGW3088922230,2016-07-17T00:00:00,206-0824,2590,,,2162,,,,
HGW0807025331,2016-07-17T00:00:00,261-0013,170,,,,,,,
HGW3316354389,2016-07-17T00:00:00,276-0046,130,,,,,531,0.14,
HGW3835466207,2016-07-17T00:00:00,261-0013,270,,,,,,,
HGW3938264288,2016-07-17T00:00:00,261-0013,220,,,,,,,
HGW0960788623,2016-07-17T00:00:00,206-0824,90,,,,,263,,
HGW2465318239,2016-07-17T00:00:00,206-0824,600,,,,,,,
HGW4201723405,2016-07-17T00:00:00,206-0824,360,,,,,,,
HGW2984162470,2016-07-17T00:00:00,206-0824,435,,,230,266,,,
HGW2862754275,2016-07-17T00:00:00,573-0084,2001,,,513,,,,0.014
HGW2864422167,2016-07-17T00:00:00,274-0063,124,,,,,281,0.08,
HGW1145276568,2016-07-17T00:00:00,194-0032,332,,,,,,,
HGW1628028254,2016-07-17T00:00:00,245-0016,460,,,,,,,
HGW3819013474,2016-07-17T00:00:00,245-0016,728,,,,,,,
HGW0109674464,2016-07-17T00:00:00,245-0016,763,,,,,,,0.002
HGW4266179256,2016-07-17T00:00:00,595-0813,496,,,,,,,0.008
HGW2675582057,2016-07-17T00:00:00,274-0063,378,,,,,,,
HGW2507102389,2016-07-17T00:00:00,245-0016,292,,,,,,,
HGW0292545493,2016-07-17T00:00:00,194-0032,796,,,,,,,
HGW1888757583,2016-07-17T00:00:00,194-0032,137,,,,,,,
HGW3087458710,2016-07-17T00:00:00,573-0084,388,,,,,,,
HGW2360924179,2016-07-17T00:00:00,245-0016,465,,,,,,,
HGW2979506575,2016-07-17T00:00:00,573-0084,387,,,,,,,0.079
HGW3939678160,2016-07-17T00:00:00,573-0084,358,,,,,237,0.07,0.01
HGW1901037140,2016-07-17T00:00:00,573-0084,2498,,,1165,,,,
HGW1255839825,2016-07-17T00:00:00,573-0084,62,,,,,235,0.08,
HGW1922304917,2016-07-17T00:00:00,274-0063,224,,,,,,,
HGW0723606708,2016-07-17T00:00:00,194-0032,909,,,,,,,
HGW4233223550,2016-07-17T00:00:00,573-0084,361,,,,,,,
HGW3975340233,2016-07-17T00:00:00,194-0032,2100,,,483,,,,0.008
