hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-10-29T00:00:00,276-0046,160,,,,,,,
HGW1849081661,2016-10-29T00:00:00,261-0013,180,,,,,,,
HGW2592410415,2016-10-29T00:00:00,276-0046,60,,,,,286,0.41,
HGW4192227781,2016-10-29T00:00:00,206-0824,40,,,,,203,0.06,
HGW2440335259,2016-10-29T00:00:00,206-0824,110,,,,,286,0.08,
HGW0022302486,2016-10-29T00:00:00,276-0046,590,,,,,670,0.23,
HGW0119000400,2016-10-29T00:00:00,276-0046,810,,,495,,471,0.11,
HGW3729565342,2016-10-29T00:00:00,206-0824,90,,,,,321,0.09,
HGW0527078356,2016-10-29T00:00:00,206-0824,270,,,,,,,
HGW3418795782,2016-10-29T00:00:00,276-0046,,,,,,,,
HGW4086841355,2016-10-29T00:00:00,261-0013,420,,,,,268,0.08,
HGW2053016894,2016-10-29T00:00:00,261-0013,50,,,,,340,0.09,
HGW4262390424,2016-10-29T00:00:00,276-0046,410,,,,,,,
HGW2056923843,2016-10-29T00:00:00,276-0046,2220,,,1711,,,,
HGW1567490790,2016-10-29T00:00:00,276-0046,2410,,,2160,,,,
HGW2731818357,2016-10-29T00:00:00,276-0046,60,,,,,231,0.16,
HGW0999938138,2016-10-29T00:00:00,261-0013,70,,,,,213,0.07,
HGW1484386037,2016-10-29T00:00:00,261-0013,280,,,,,,,
HGW2626196856,2016-10-29T00:00:00,276-0046,340,,,,,472,0.24,
HGW2550549887,2016-10-29T00:00:00,261-0013,210,,,,,,,
HGW3813403007,2016-10-29T00:00:00,261-0013,120,,,31,,369,0.1,
HGW0341161038,2016-10-29T00:00:00,276-0046,730,,,,,,,
HGW3506558406,2016-10-29T00:00:00,276-0046,400,,,,,,0.17,
HGW3088922230,2016-10-29T00:00:00,206-0824,2460,,,2160,,,,
HGW0807025331,2016-10-29T00:00:00,261-0013,40,,,,,158,0.16,
HGW3316354389,2016-10-29T00:00:00,276-0046,90,,,,,385,0.19,
HGW3835466207,2016-10-29T00:00:00,261-0013,350,,,,,,,
HGW3938264288,2016-10-29T00:00:00,261-0013,1760,,,1494,,,,
HGW0960788623,2016-10-29T00:00:00,206-0824,100,,,,,293,,
HGW2465318239,2016-10-29T00:00:00,206-0824,300,,,,,694,,
HGW4201723405,2016-10-29T00:00:00,206-0824,1510,,,1108,,,,
HGW3424705551,2016-10-29T00:00:00,276-0046,50,,,,,200,0.08,
HGW0011113187,2016-10-29T00:00:00,261-0013,2020,,,1800,,,,
HGW1724705971,2016-10-29T00:00:00,206-0824,210,,,,,,,
HGW2700713230,2016-10-29T00:00:00,206-0824,310,,,,,,,
HGW2862754275,2016-10-29T00:00:00,573-0084,1237,,,7,,,,0.041
HGW2864422167,2016-10-29T00:00:00,274-0063,93,,,,,291,0.365,
HGW1145276568,2016-10-29T00:00:00,194-0032,56,,,,,245,0.075,0.013
HGW1628028254,2016-10-29T00:00:00,245-0016,1233,,,149,,,,
HGW3819013474,2016-10-29T00:00:00,245-0016,75,,,,,316,0.085,
HGW0109674464,2016-10-29T00:00:00,245-0016,1187,,,,,,,0.009
HGW4266179256,2016-10-29T00:00:00,595-0813,355,,,,,,,
HGW2507102389,2016-10-29T00:00:00,245-0016,681,,,,,,,
HGW0292545493,2016-10-29T00:00:00,194-0032,1801,,,520,,,,0.037
HGW1888757583,2016-10-29T00:00:00,194-0032,133,,,,,,,
HGW3087458710,2016-10-29T00:00:00,573-0084,281,,,,,,,0.001
HGW1163585690,2016-10-29T00:00:00,573-0084,95,,,,,224,0.07,
HGW2360924179,2016-10-29T00:00:00,245-0016,127,,,,,312,0.085,
HGW2979506575,2016-10-29T00:00:00,573-0084,196,,,,,,,
HGW3939678160,2016-10-29T00:00:00,573-0084,88,,,,,232,0.07,
HGW1901037140,2016-10-29T00:00:00,573-0084,2931,,,1042,,,,0.019
HGW2794906293,2016-10-29T00:00:00,194-0032,1825,,,511,,,,
HGW1255839825,2016-10-29T00:00:00,573-0084,83,,,,,270,0.085,0.019
HGW1922304917,2016-10-29T00:00:00,274-0063,2039,,,691,,,,0.001
HGW0723606708,2016-10-29T00:00:00,194-0032,2787,,,1091,,,,
HGW4233223550,2016-10-29T00:00:00,573-0084,46,,,,,198,0.075,0.007
HGW3975340233,2016-10-29T00:00:00,194-0032,2590,,,1486,,,,
HGW1770315374,2016-10-29T00:00:00,245-0016,2752,,,1133,,,,0.021
HGW2211161695,2016-10-29T00:00:00,573-0084,222,,,,,,,
HGW3979453947,2016-10-29T00:00:00,274-0063,56,,,,,216,0.035,
HGW3210466135,2016-10-29T00:00:00,573-0084,2138,,,,,,,
HGW1150228943,2016-10-29T00:00:00,194-0032,41,,,,,292,0.085,
HGW3896978369,2016-10-29T00:00:00,245-0016,873,,,,,,,
HGW0224584910,2016-10-29T00:00:00,573-0084,228,,,,,,,
HGW2352450618,2016-10-29T00:00:00,194-0032,2586,,,1097,,,,0.12
HGW1382864968,2016-10-29T00:00:00,194-0032,428,,,,,,,0.023
HGW3299398081,2016-10-29T00:00:00,595-0813,48,,,,,382,0.105,
HGW3556093971,2016-10-29T00:00:00,595-0813,843,,,,,,,0.003
HGW1779326846,2016-10-29T00:00:00,595-0813,49,,,,,280,0.1,0.009
HGW0980111669,2016-10-29T00:00:00,245-0016,112,,,,,269,0.065,0.021
HGW0548855049,2016-10-29T00:00:00,245-0016,46,,,,,197,0.065,0.002
HGW2019559833,2016-10-29T00:00:00,194-0032,1963,,,846,,,,
HGW3905059517,2016-10-29T00:00:00,274-0063,1599,,,187,,,,
HGW3107087926,2016-10-29T00:00:00,595-0813,114,,,,64,269,0.085,0.029
HGW4090376889,2016-10-29T00:00:00,245-0016,68,,,,,224,0.07,
HGW2896326762,2016-10-29T00:00:00,274-0063,49,,,,,171,0.035,
HGW3027793024,2016-10-29T00:00:00,245-0016,235,,,,,477,0.135,0.018
HGW1337358987,2016-10-29T00:00:00,274-0063,46,,,,,128,0.065,
HGW3766800683,2016-10-29T00:00:00,194-0032,58,,,,,328,0.09,0.027
HGW2238224375,2016-10-29T00:00:00,573-0084,387,,,904,,319,0.105,0.009
