hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2017-03-02T00:00:00,276-0046,190,,,,,,,
HGW1849081661,2017-03-02T00:00:00,261-0013,230,,,,,,,
HGW2592410415,2017-03-02T00:00:00,276-0046,2050,,,2162,,681,0.53,
HGW4192227781,2017-03-02T00:00:00,206-0824,160,,,,,295,0.08,
HGW2440335259,2017-03-02T00:00:00,206-0824,40,,,,,194,0.08,
HGW0022302486,2017-03-02T00:00:00,276-0046,3030,,,2125,,510,0.11,
HGW0119000400,2017-03-02T00:00:00,276-0046,1370,,,871,,,,
HGW3575684706,2017-03-02T00:00:00,276-0046,,,,,,,,
HGW0615069838,2017-03-02T00:00:00,206-0824,,,,,,,,
HGW3729565342,2017-03-02T00:00:00,206-0824,1170,,,,,,,
HGW0527078356,2017-03-02T00:00:00,206-0824,1810,,,2092,,570,0.14,
HGW1592789004,2017-03-02T00:00:00,276-0046,,,,,,,,
HGW3418795782,2017-03-02T00:00:00,276-0046,230,,,,,,,
HGW4086841355,2017-03-02T00:00:00,261-0013,120,,,,,389,0.09,
HGW2053016894,2017-03-02T00:00:00,261-0013,60,,,,,345,0.39,
HGW2674981515,2017-03-02T00:00:00,276-0046,40,,,,,166,0.07,
HGW4262390424,2017-03-02T00:00:00,276-0046,740,,,,,372,0.17,
HGW2056923843,2017-03-02T00:00:00,276-0046,3600,,,2124,,,,
HGW1567490790,2017-03-02T00:00:00,276-0046,2440,,,2160,,,,
HGW2731818357,2017-03-02T00:00:00,276-0046,50,,,,,199,0.07,
HGW0999938138,2017-03-02T00:00:00,261-0013,340,,,,,339,0.09,
HGW1484386037,2017-03-02T00:00:00,261-0013,30,,,,,166,0.06,
HGW2626196856,2017-03-02T00:00:00,276-0046,190,,,,,377,0.11,
HGW2550549887,2017-03-02T00:00:00,261-0013,190,,,,,,,
HGW3813403007,2017-03-02T00:00:00,261-0013,500,,,,244,338,0.38,
HGW0341161038,2017-03-02T00:00:00,276-0046,1150,,,,,331,0.08,
HGW3506558406,2017-03-02T00:00:00,276-0046,460,,,,,290,0.13,
HGW3088922230,2017-03-02T00:00:00,206-0824,2580,,,2220,,,,
HGW0807025331,2017-03-02T00:00:00,261-0013,120,,,161,,318,0.07,
HGW3176292276,2017-03-02T00:00:00,276-0046,220,,,,,250,0.08,
HGW3316354389,2017-03-02T00:00:00,276-0046,640,,,,,690,0.21,
HGW0549372333,2017-03-02T00:00:00,276-0046,300,,,,,,,
HGW3938264288,2017-03-02T00:00:00,261-0013,170,,,,,12,,
HGW0960788623,2017-03-02T00:00:00,206-0824,360,,,,,689,,
HGW2465318239,2017-03-02T00:00:00,206-0824,640,,,,,,,
HGW4201723405,2017-03-02T00:00:00,206-0824,1820,,,,,,,
HGW3464437875,2017-03-02T00:00:00,276-0046,70,,,,,252,,
HGW3424705551,2017-03-02T00:00:00,276-0046,3240,,,2124,,,,
HGW3475679756,2017-03-02T00:00:00,261-0013,120,,,,,274,0.07,
HGW1883670650,2017-03-02T00:00:00,261-0013,200,,,,,,,
HGW0011113187,2017-03-02T00:00:00,261-0013,4040,,,1923,,,,
HGW1724705971,2017-03-02T00:00:00,206-0824,60,,,,,196,0.06,
HGW2942607227,2017-03-02T00:00:00,261-0013,60,,,,,213,,
HGW0628187266,2017-03-02T00:00:00,206-0824,1340,,,1068,,59,,
HGW1195139089,2017-03-02T00:00:00,206-0824,,,,,,,,
HGW2700713230,2017-03-02T00:00:00,206-0824,60,,,,,202,0.07,
HGW3261148883,2017-03-02T00:00:00,261-0013,430,,,,,585,0.31,
HGW1448815520,2017-03-02T00:00:00,261-0013,860,,,1212,,354,,
HGW2435917096,2017-03-02T00:00:00,206-0824,,,,,,,,
HGW3657144636,2017-03-02T00:00:00,276-0046,280,,,,,307,0.37,
HGW3383673487,2017-03-02T00:00:00,206-0824,140,,,,,,,
HGW4248700718,2017-03-02T00:00:00,261-0013,160,,,,,,,
HGW0418472336,2017-03-02T00:00:00,261-0013,2500,,,1498,,,,
HGW0344115655,2017-03-02T00:00:00,206-0824,,,,,,,,
HGW2862754275,2017-03-02T00:00:00,573-0084,3131,,,2187,,,,
HGW2864422167,2017-03-02T00:00:00,274-0063,428,,,,,675,0.165,
HGW1145276568,2017-03-02T00:00:00,194-0032,320,,,,,,,
HGW1628028254,2017-03-02T00:00:00,245-0016,2504,,,1098,,,,
HGW3819013474,2017-03-02T00:00:00,245-0016,87,,,,,317,0.08,0.001
HGW0109674464,2017-03-02T00:00:00,245-0016,2793,,,1171,,,,0.007
HGW4266179256,2017-03-02T00:00:00,595-0813,113,,,,,249,0.07,
HGW2507102389,2017-03-02T00:00:00,245-0016,2351,,,1142,,,,
HGW0292545493,2017-03-02T00:00:00,194-0032,3356,,,2220,,,,
HGW1888757583,2017-03-02T00:00:00,194-0032,159,,,,,,,
HGW3087458710,2017-03-02T00:00:00,573-0084,895,,,,,,,
HGW1163585690,2017-03-02T00:00:00,573-0084,195,,,,,429,0.11,
HGW2360924179,2017-03-02T00:00:00,245-0016,365,,,,,604,0.155,0.007
HGW2979506575,2017-03-02T00:00:00,573-0084,2977,,,1787,,,,0.016
HGW3939678160,2017-03-02T00:00:00,573-0084,447,,,,,615,0.195,0.019
HGW1901037140,2017-03-02T00:00:00,573-0084,4420,,,1179,,,,0.002
HGW2794906293,2017-03-02T00:00:00,194-0032,3155,,,2183,,,,
HGW1255839825,2017-03-02T00:00:00,573-0084,52,,,,,179,0.08,0.008
HGW1922304917,2017-03-02T00:00:00,274-0063,2463,,,142,,,,0.062
