hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-06-01T00:00:00,276-0046,160,,,,,,,
HGW1849081661,2016-06-01T00:00:00,261-0013,190,,,,,,,
HGW2592410415,2016-06-01T00:00:00,276-0046,90,,,,,327,0.25,
HGW4192227781,2016-06-01T00:00:00,206-0824,40,,,,,213,0.07,
HGW2440335259,2016-06-01T00:00:00,206-0824,50,,,,,286,0.08,
HGW0022302486,2016-06-01T00:00:00,276-0046,50,,,,,317,0.1,
HGW0119000400,2016-06-01T00:00:00,276-0046,1530,,,654,,,,
HGW0527078356,2016-06-01T00:00:00,206-0824,330,,,,,,,
HGW3418795782,2016-06-01T00:00:00,276-0046,40,,,,,149,0.06,
HGW4086841355,2016-06-01T00:00:00,261-0013,510,,,,,,,
HGW2053016894,2016-06-01T00:00:00,261-0013,90,,,,,272,0.08,
HGW4262390424,2016-06-01T00:00:00,276-0046,110,,,,,,,
HGW2056923843,2016-06-01T00:00:00,276-0046,910,,,526,,,,
HGW1567490790,2016-06-01T00:00:00,276-0046,520,,,,,,,
HGW2731818357,2016-06-01T00:00:00,276-0046,300,,,,,,0.03,
HGW0999938138,2016-06-01T00:00:00,261-0013,380,,,,,,,
HGW1484386037,2016-06-01T00:00:00,261-0013,40,,,,,166,0.07,
HGW2626196856,2016-06-01T00:00:00,276-0046,240,,,,,434,0.12,
HGW3813403007,2016-06-01T00:00:00,261-0013,120,,,,,,,
HGW0341161038,2016-06-01T00:00:00,276-0046,150,,,,,552,0.15,
HGW3506558406,2016-06-01T00:00:00,276-0046,900,,,,,,0.04,
HGW3088922230,2016-06-01T00:00:00,206-0824,2410,,,1900,,,,
HGW0807025331,2016-06-01T00:00:00,261-0013,130,,,,,,,
HGW3316354389,2016-06-01T00:00:00,276-0046,380,,,,,,,
HGW3835466207,2016-06-01T00:00:00,261-0013,80,,,,,239,,
HGW3938264288,2016-06-01T00:00:00,261-0013,110,,,,,,,
HGW0960788623,2016-06-01T00:00:00,206-0824,60,,,,,310,,
HGW2465318239,2016-06-01T00:00:00,206-0824,80,,,,,523,,
HGW4201723405,2016-06-01T00:00:00,206-0824,290,,,,,,,
HGW2984162470,2016-06-01T00:00:00,206-0824,674,,,185,8,,,
HGW2862754275,2016-06-01T00:00:00,573-0084,325,,,,,,,
HGW2864422167,2016-06-01T00:00:00,274-0063,179,,,,,360,0.095,
HGW1145276568,2016-06-01T00:00:00,194-0032,79,,,,,254,0.075,0.002
HGW1628028254,2016-06-01T00:00:00,245-0016,182,,,,,,,0.015
HGW3819013474,2016-06-01T00:00:00,245-0016,64,,,,,300,0.08,0.009
HGW0109674464,2016-06-01T00:00:00,245-0016,787,,,,,,,0.012
HGW4266179256,2016-06-01T00:00:00,595-0813,340,,,,,,,
HGW2675582057,2016-06-01T00:00:00,274-0063,2996,,,1562,,,,
HGW2507102389,2016-06-01T00:00:00,245-0016,188,,,,,,,
HGW0292545493,2016-06-01T00:00:00,194-0032,198,,,,,,,
HGW1888757583,2016-06-01T00:00:00,194-0032,137,,,,,,,
HGW3087458710,2016-06-01T00:00:00,573-0084,301,,,,,,,
HGW2360924179,2016-06-01T00:00:00,245-0016,142,,,,,297,0.09,
HGW2979506575,2016-06-01T00:00:00,573-0084,294,,,,,,,0.013
HGW3939678160,2016-06-01T00:00:00,573-0084,270,,,,,250,0.09,0.008
HGW1901037140,2016-06-01T00:00:00,573-0084,2951,,,1047,,,,0.034
HGW2794906293,2016-06-01T00:00:00,194-0032,1547,,,195,,,,
HGW1255839825,2016-06-01T00:00:00,573-0084,283,,,,,,,
HGW1922304917,2016-06-01T00:00:00,274-0063,212,,,,,,,
HGW0723606708,2016-06-01T00:00:00,194-0032,716,,,,,,,
HGW4233223550,2016-06-01T00:00:00,573-0084,42,,,,,219,0.085,
HGW3975340233,2016-06-01T00:00:00,194-0032,640,,,,,,,0.007
HGW1770315374,2016-06-01T00:00:00,245-0016,2642,,,1107,,,,0.015
HGW2211161695,2016-06-01T00:00:00,573-0084,206,,,,,,,
HGW3979453947,2016-06-01T00:00:00,274-0063,109,,,,,265,0.04,0.009
HGW3210466135,2016-06-01T00:00:00,573-0084,591,,,,,,,0.007
HGW1150228943,2016-06-01T00:00:00,194-0032,80,,,,,294,0.08,
HGW3896978369,2016-06-01T00:00:00,245-0016,190,,,,,,,
HGW0224584910,2016-06-01T00:00:00,573-0084,345,,,,,,,
HGW2352450618,2016-06-01T00:00:00,194-0032,1007,,,,,,,0.163
HGW1382864968,2016-06-01T00:00:00,194-0032,426,,,,,,,
HGW3299398081,2016-06-01T00:00:00,595-0813,80,,,,,636,0.17,
HGW3556093971,2016-06-01T00:00:00,595-0813,865,,,,,,,
HGW1779326846,2016-06-01T00:00:00,595-0813,43,,,,,173,0.065,
HGW0980111669,2016-06-01T00:00:00,245-0016,111,,,,,264,0.045,
HGW0548855049,2016-06-01T00:00:00,245-0016,47,,,,,173,0.075,
HGW2019559833,2016-06-01T00:00:00,194-0032,276,,,,,,,0.008
HGW0056767924,2016-06-01T00:00:00,245-0016,814,,,,,,,0.032
HGW3905059517,2016-06-01T00:00:00,274-0063,799,,,,,,,0.009
HGW3107087926,2016-06-01T00:00:00,595-0813,215,,,,,,,
HGW4090376889,2016-06-01T00:00:00,245-0016,51,,,,,338,0.095,
HGW2896326762,2016-06-01T00:00:00,274-0063,412,,,,,447,0.06,0.014
HGW3027793024,2016-06-01T00:00:00,245-0016,167,,,,,393,0.115,0.043
HGW1337358987,2016-06-01T00:00:00,274-0063,355,,,,,,,
HGW3766800683,2016-06-01T00:00:00,194-0032,420,,,,,,,
HGW2238224375,2016-06-01T00:00:00,573-0084,329,,,896,,267,0.09,0.009
HGW2500187106,2016-06-01T00:00:00,595-0813,441,,,,,,,0.001
HGW2633657355,2016-06-01T00:00:00,573-0084,128,,,,101,406,0.285,0.206
HGW3036983001,2016-06-01T00:00:00,595-0813,84,,,,,342,0.095,0.039
HGW0340690536,2016-06-01T00:00:00,595-0813,71,,,,,239,0.08,0.019
HGW3521173424,2016-06-01T00:00:00,245-0016,105,,,,,384,0.11,0.007
HGW2405676507,2016-06-01T00:00:00,274-0063,223,,,,,,0.005,
HGW1633016930,2016-06-01T00:00:00,573-0084,49,,,,,205,0.065,
HGW4048014188,2016-06-01T00:00:00,194-0032,74,,,,,475,0.14,0.002
HGW4228193834,2016-06-01T00:00:00,245-0016,207,,,,,457,0.13,
HGW3199834989,2016-06-01T00:00:00,245-0016,56,,,,,219,0.07,0.004
HGW0852590661,2016-06-01T00:00:00,595-0813,70,,,,,188,0.075,0.005
HGW3417223008,2016-06-01T00:00:00,194-0032,99,,,,,282,0.08,0.001
HGW0008585550,2016-06-01T00:00:00,573-0084,293,,,,,,,0.029
HGW3412860148,2016-06-01T00:00:00,194-0032,340,,,,,,0.05,0.006
HGW0297198766,2016-06-01T00:00:00,595-0813,71,,,,,242,0.07,0.001
HGW1392167190,2016-06-01T00:00:00,573-0084,61,,,,,311,0.085,0.009
HGW0359516503,2016-06-01T00:00:00,194-0032,340,,,,,,0.13,
HGW2950693375,2016-06-01T00:00:00,573-0084,763,,,,,,,
HGW1540053189,2016-06-01T01:00:00,276-0046,160,,,,,,,
HGW1849081661,2016-06-01T01:00:00,261-0013,190,,,,,,,
HGW2592410415,2016-06-01T01:00:00,276-0046,40,,,,,179,0.06,
HGW4192227781,2016-06-01T01:00:00,206-0824,40,,,,,188,0.08,
HGW2440335259,2016-06-01T01:00:00,206-0824,130,,,,,329,0.09,
HGW0022302486,2016-06-01T01:00:00,276-0046,40,,,,,213,0.08,
HGW0119000400,2016-06-01T01:00:00,276-0046,410,,,,,,,
HGW0527078356,2016-06-01T01:00:00,206-0824,230,,,,,,,
HGW3418795782,2016-06-01T01:00:00,276-0046,50,,,,,138,0.07,
HGW4086841355,2016-06-01T01:00:00,261-0013,350,,,,,,,
HGW2053016894,2016-06-01T01:00:00,261-0013,50,,,,,260,0.08,
HGW4262390424,2016-06-01T01:00:00,276-0046,110,,,,,,,
HGW2056923843,2016-06-01T01:00:00,276-0046,220,,,,,,,
HGW1567490790,2016-06-01T01:00:00,276-0046,180,,,,,,,
HGW2731818357,2016-06-01T01:00:00,276-0046,240,,,,,,,
HGW0999938138,2016-06-01T01:00:00,261-0013,320,,,,,,,
HGW1484386037,2016-06-01T01:00:00,261-0013,40,,,,,154,0.06,
HGW2626196856,2016-06-01T01:00:00,276-0046,90,,,,,265,0.07,
HGW3813403007,2016-06-01T01:00:00,261-0013,110,,,,,,,
HGW0341161038,2016-06-01T01:00:00,276-0046,50,,,,,241,0.07,
HGW3506558406,2016-06-01T01:00:00,276-0046,360,,,,,,,
