hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-04-17T00:00:00,276-0046,160,,,,,,,
HGW1849081661,2016-04-17T00:00:00,261-0013,200,,,,,,,
HGW2592410415,2016-04-17T00:00:00,276-0046,230,,,,,,,
HGW4192227781,2016-04-17T00:00:00,206-0824,250,,,,,,,
HGW2440335259,2016-04-17T00:00:00,206-0824,60,,,,,228,0.07,
HGW0022302486,2016-04-17T00:00:00,276-0046,250,,,,,599,0.19,
HGW0119000400,2016-04-17T00:00:00,276-0046,,,,,,,,
HGW0527078356,2016-04-17T00:00:00,206-0824,180,,,,,,,
HGW3418795782,2016-04-17T00:00:00,276-0046,50,,,,,147,0.07,
HGW4086841355,2016-04-17T00:00:00,261-0013,50,,,,,169,0.06,
HGW2053016894,2016-04-17T00:00:00,261-0013,50,,,,,277,0.08,
HGW2056923843,2016-04-17T00:00:00,276-0046,2270,,,1550,,,,
HGW1567490790,2016-04-17T00:00:00,276-0046,2120,,,1730,,,,
HGW0999938138,2016-04-17T00:00:00,261-0013,60,,,,,219,0.07,
HGW1484386037,2016-04-17T00:00:00,261-0013,1830,,,,,,0.37,
HGW2626196856,2016-04-17T00:00:00,276-0046,140,,,,,417,0.26,
HGW0341161038,2016-04-17T00:00:00,276-0046,40,,,,,225,0.08,
HGW3506558406,2016-04-17T00:00:00,276-0046,260,,,32,,54,0.07,
HGW3088922230,2016-04-17T00:00:00,206-0824,2500,,,2171,,,,
HGW3316354389,2016-04-17T00:00:00,276-0046,80,,,,,394,0.32,
HGW3835466207,2016-04-17T00:00:00,261-0013,100,,,,,223,,
HGW0960788623,2016-04-17T00:00:00,206-0824,60,,,,,319,,
HGW2465318239,2016-04-17T00:00:00,206-0824,70,,,,,262,,
HGW4201723405,2016-04-17T00:00:00,206-0824,1160,,,580,,,,
HGW2984162470,2016-04-17T00:00:00,206-0824,565,,,100,12,,,
HGW2862754275,2016-04-17T00:00:00,573-0084,358,,,,,,,
HGW2864422167,2016-04-17T00:00:00,274-0063,84,,,,,265,0.075,
HGW1145276568,2016-04-17T00:00:00,194-0032,49,,,,,151,0.065,
HGW1628028254,2016-04-17T00:00:00,245-0016,165,,,,,,,
HGW3819013474,2016-04-17T00:00:00,245-0016,51,,,,,187,0.065,
HGW0109674464,2016-04-17T00:00:00,245-0016,922,,,,,,,0.003
HGW4266179256,2016-04-17T00:00:00,595-0813,93,,,,,271,0.08,0.008
HGW2675582057,2016-04-17T00:00:00,274-0063,3243,,,2020,,,,
HGW2507102389,2016-04-17T00:00:00,245-0016,378,,,,,,,
HGW0292545493,2016-04-17T00:00:00,194-0032,2345,,,941,,,,0.017
HGW1888757583,2016-04-17T00:00:00,194-0032,140,,,,,,,
HGW3087458710,2016-04-17T00:00:00,573-0084,57,,,,,196,0.065,0.172
HGW1163585690,2016-04-17T00:00:00,573-0084,44,,,,,212,0.065,
HGW2360924179,2016-04-17T00:00:00,245-0016,105,,,,,396,0.11,
HGW2979506575,2016-04-17T00:00:00,573-0084,795,,,,,,,0.098
HGW3939678160,2016-04-17T00:00:00,573-0084,103,,,,,238,0.095,0.007
HGW1901037140,2016-04-17T00:00:00,573-0084,2746,,,1091,,,,0.009
HGW2794906293,2016-04-17T00:00:00,194-0032,1186,,,,,,,
HGW1255839825,2016-04-17T00:00:00,573-0084,54,,,,,171,0.075,
HGW1922304917,2016-04-17T00:00:00,274-0063,260,,,,,,,
HGW0723606708,2016-04-17T00:00:00,194-0032,326,,,,,,,0.045
HGW4233223550,2016-04-17T00:00:00,573-0084,58,,,,,309,0.085,
HGW3975340233,2016-04-17T00:00:00,194-0032,390,,,,,,,
HGW1770315374,2016-04-17T00:00:00,245-0016,2837,,,1050,,,,0.029
HGW2211161695,2016-04-17T00:00:00,573-0084,195,,,,,,,
HGW3979453947,2016-04-17T00:00:00,274-0063,165,,,,,363,0.285,0.178
HGW3210466135,2016-04-17T00:00:00,573-0084,300,,,,,,,
HGW1150228943,2016-04-17T00:00:00,194-0032,54,,,,,334,0.09,
HGW3896978369,2016-04-17T00:00:00,245-0016,1212,,,106,,,,
HGW0224584910,2016-04-17T00:00:00,573-0084,70,,,,,250,0.07,0.02
HGW2352450618,2016-04-17T00:00:00,194-0032,699,,,,,,,0.067
HGW1382864968,2016-04-17T00:00:00,194-0032,59,,,,,272,0.04,
HGW3299398081,2016-04-17T00:00:00,595-0813,45,,,,,341,0.095,
HGW3556093971,2016-04-17T00:00:00,595-0813,1267,,,59,,,,
HGW1779326846,2016-04-17T00:00:00,595-0813,47,,,,,376,0.11,0.008
HGW0980111669,2016-04-17T00:00:00,245-0016,66,,,,,235,0.035,
HGW0548855049,2016-04-17T00:00:00,245-0016,740,,,,,,0.18,0.129
HGW2019559833,2016-04-17T00:00:00,194-0032,1768,,,353,,,,0.005
HGW0056767924,2016-04-17T00:00:00,245-0016,2925,,,1650,,,,
HGW3905059517,2016-04-17T00:00:00,274-0063,1128,,,,,,,0.013
HGW3107087926,2016-04-17T00:00:00,595-0813,45,,,,,200,0.065,
HGW4090376889,2016-04-17T00:00:00,245-0016,63,,,,,501,0.4,
HGW2896326762,2016-04-17T00:00:00,274-0063,49,,,,,153,0.03,
HGW3027793024,2016-04-17T00:00:00,245-0016,63,,,,,285,0.1,0.008
HGW1337358987,2016-04-17T00:00:00,274-0063,57,,,,,238,0.09,
HGW3766800683,2016-04-17T00:00:00,194-0032,56,,,,,282,0.08,
HGW2238224375,2016-04-17T00:00:00,573-0084,356,,,884,,313,0.105,0.009
HGW2500187106,2016-04-17T00:00:00,595-0813,125,,,,,303,0.085,0.001
HGW2633657355,2016-04-17T00:00:00,573-0084,190,,,,,382,0.195,0.071
HGW3036983001,2016-04-17T00:00:00,595-0813,61,,,,,218,0.065,
HGW0340690536,2016-04-17T00:00:00,595-0813,58,,,,,286,0.08,
HGW3521173424,2016-04-17T00:00:00,245-0016,73,,,,,232,0.07,0.003
HGW2405676507,2016-04-17T00:00:00,274-0063,45,,,,,122,0.08,
HGW1633016930,2016-04-17T00:00:00,573-0084,71,,,,,333,0.17,0.008
HGW4048014188,2016-04-17T00:00:00,194-0032,115,,,,,372,0.095,0.001
HGW4228193834,2016-04-17T00:00:00,245-0016,437,,,,,,,
HGW3199834989,2016-04-17T00:00:00,245-0016,55,,,,,173,0.08,
HGW0852590661,2016-04-17T00:00:00,595-0813,51,,,,,156,0.07,
HGW3417223008,2016-04-17T00:00:00,194-0032,468,,,,,345,0.095,0.012
HGW0008585550,2016-04-17T00:00:00,573-0084,319,,,,,,,0.044
HGW3412860148,2016-04-17T00:00:00,194-0032,89,,,,,409,0.4,0.005
HGW0297198766,2016-04-17T00:00:00,595-0813,70,,,,,300,0.08,0.006
HGW1392167190,2016-04-17T00:00:00,573-0084,431,,,,,,0.23,0.166
HGW0359516503,2016-04-17T00:00:00,194-0032,48,,,,,163,0.06,
HGW2950693375,2016-04-17T00:00:00,573-0084,691,,,,,,,
HGW1540053189,2016-04-17T01:00:00,276-0046,150,,,,,,,
HGW1849081661,2016-04-17T01:00:00,261-0013,190,,,,,,,
HGW2592410415,2016-04-17T01:00:00,276-0046,210,,,,,,,
HGW4192227781,2016-04-17T01:00:00,206-0824,230,,,,,,,
HGW2440335259,2016-04-17T01:00:00,206-0824,40,,,,,235,0.08,
HGW0022302486,2016-04-17T01:00:00,276-0046,130,,,,,339,0.1,
HGW0119000400,2016-04-17T01:00:00,276-0046,,,,,,,,
HGW0527078356,2016-04-17T01:00:00,206-0824,160,,,,,,,
HGW3418795782,2016-04-17T01:00:00,276-0046,40,,,,,158,0.06,
HGW4086841355,2016-04-17T01:00:00,261-0013,40,,,,,156,0.08,
HGW2053016894,2016-04-17T01:00:00,261-0013,260,,,,,276,0.09,
HGW2056923843,2016-04-17T01:00:00,276-0046,1390,,,,,,,
HGW1567490790,2016-04-17T01:00:00,276-0046,940,,,,,,,
HGW0999938138,2016-04-17T01:00:00,261-0013,50,,,,,236,0.07,
HGW1484386037,2016-04-17T01:00:00,261-0013,860,,,,,,0.31,
HGW2626196856,2016-04-17T01:00:00,276-0046,200,,,,,345,0.15,
HGW0341161038,2016-04-17T01:00:00,276-0046,30,,,,,182,0.07,
HGW3506558406,2016-04-17T01:00:00,276-0046,220,,,,,33,0.09,
HGW3088922230,2016-04-17T01:00:00,206-0824,1490,,,1268,,,,
HGW3316354389,2016-04-17T01:00:00,276-0046,80,,,,,418,0.35,
HGW3835466207,2016-04-17T01:00:00,261-0013,300,,,,,236,,
HGW0960788623,2016-04-17T01:00:00,206-0824,50,,,,,213,,
HGW2465318239,2016-04-17T01:00:00,206-0824,80,,,,,287,,
HGW4201723405,2016-04-17T01:00:00,206-0824,240,,,,,,,
HGW2984162470,2016-04-17T01:00:00,206-0824,671,,,194,12,,,
HGW2862754275,2016-04-17T01:00:00,573-0084,498,,,,,,,
HGW2864422167,2016-04-17T01:00:00,274-0063,47,,,,,203,0.07,
HGW1145276568,2016-04-17T01:00:00,194-0032,46,,,,,169,0.07,
HGW1628028254,2016-04-17T01:00:00,245-0016,167,,,,,,,
HGW3819013474,2016-04-17T01:00:00,245-0016,49,,,,,172,0.06,
HGW0109674464,2016-04-17T01:00:00,245-0016,932,,,,,,,0.009
HGW4266179256,2016-04-17T01:00:00,595-0813,95,,,,,238,0.075,
HGW2675582057,2016-04-17T01:00:00,274-0063,1763,,,,,,,
HGW2507102389,2016-04-17T01:00:00,245-0016,396,,,,,,,
HGW0292545493,2016-04-17T01:00:00,194-0032,310,,,,,,,
HGW1888757583,2016-04-17T01:00:00,194-0032,135,,,,,,,
HGW3087458710,2016-04-17T01:00:00,573-0084,241,,,,,352,0.095,
HGW1163585690,2016-04-17T01:00:00,573-0084,44,,,,,194,0.07,
HGW2360924179,2016-04-17T01:00:00,245-0016,70,,,,,422,0.12,
HGW2979506575,2016-04-17T01:00:00,573-0084,487,,,,,,,0.008
HGW3939678160,2016-04-17T01:00:00,573-0084,49,,,,,168,0.07,
HGW1901037140,2016-04-17T01:00:00,573-0084,940,,,,,,,
HGW2794906293,2016-04-17T01:00:00,194-0032,1182,,,,,,,
HGW1255839825,2016-04-17T01:00:00,573-0084,51,,,,,171,0.09,
HGW1922304917,2016-04-17T01:00:00,274-0063,772,,,,,,,0.068
HGW0723606708,2016-04-17T01:00:00,194-0032,277,,,,,,,
HGW4233223550,2016-04-17T01:00:00,573-0084,52,,,,,323,0.09,
HGW3975340233,2016-04-17T01:00:00,194-0032,1020,,,,,,,0.025
HGW1770315374,2016-04-17T01:00:00,245-0016,688,,,,,,,
HGW2211161695,2016-04-17T01:00:00,573-0084,166,,,,,,,
HGW3979453947,2016-04-17T01:00:00,274-0063,56,,,,,222,0.04,0.004
HGW3210466135,2016-04-17T01:00:00,573-0084,529,,,,,,,
HGW1150228943,2016-04-17T01:00:00,194-0032,53,,,,,315,0.085,
HGW3896978369,2016-04-17T01:00:00,245-0016,245,,,,,,,
HGW0224584910,2016-04-17T01:00:00,573-0084,69,,,,,240,0.07,0.008
HGW2352450618,2016-04-17T01:00:00,194-0032,838,,,,,,,0.113
HGW1382864968,2016-04-17T01:00:00,194-0032,65,,,,,270,0.03,0.015
HGW3299398081,2016-04-17T01:00:00,595-0813,47,,,802,,306,0.09,0.007
HGW3556093971,2016-04-17T01:00:00,595-0813,280,,,,,,,
HGW1779326846,2016-04-17T01:00:00,595-0813,48,,,,,196,0.075,
HGW0980111669,2016-04-17T01:00:00,245-0016,55,,,,,227,0.04,
HGW0548855049,2016-04-17T01:00:00,245-0016,839,,,,,,,0.016
HGW2019559833,2016-04-17T01:00:00,194-0032,416,,,,,,,0.008
HGW0056767924,2016-04-17T01:00:00,245-0016,1889,,,,,,,
HGW3905059517,2016-04-17T01:00:00,274-0063,456,,,,,,,
HGW3107087926,2016-04-17T01:00:00,595-0813,44,,,,,138,0.065,
HGW4090376889,2016-04-17T01:00:00,245-0016,84,,,,,428,0.315,
HGW2896326762,2016-04-17T01:00:00,274-0063,47,,,,,153,0.035,
HGW3027793024,2016-04-17T01:00:00,245-0016,47,,,,,143,0.065,
HGW1337358987,2016-04-17T01:00:00,274-0063,48,,,,,132,0.075,
HGW3766800683,2016-04-17T01:00:00,194-0032,56,,,,,243,0.085,
HGW2238224375,2016-04-17T01:00:00,573-0084,1109,,,302,,386,0.12,
HGW2500187106,2016-04-17T01:00:00,595-0813,118,,,,,349,0.1,
HGW2633657355,2016-04-17T01:00:00,573-0084,223,,,,,277,0.08,
HGW3036983001,2016-04-17T01:00:00,595-0813,56,,,,,192,0.065,
HGW0340690536,2016-04-17T01:00:00,595-0813,56,,,,,203,0.07,
HGW3521173424,2016-04-17T01:00:00,245-0016,87,,,,,221,0.165,0.05
HGW2405676507,2016-04-17T01:00:00,274-0063,45,,,,,101,0.07,
HGW1633016930,2016-04-17T01:00:00,573-0084,50,,,,,205,0.07,
HGW4048014188,2016-04-17T01:00:00,194-0032,98,,,,,335,0.09,0.004
HGW4228193834,2016-04-17T01:00:00,245-0016,283,,,,,,,0.004
HGW3199834989,2016-04-17T01:00:00,245-0016,61,,,,,234,0.075,0.004
HGW0852590661,2016-04-17T01:00:00,595-0813,54,,,,,151,0.07,
HGW3417223008,2016-04-17T01:00:00,194-0032,244,,,,,255,0.09,
