hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-04-08T00:00:00,276-0046,190,,,,,,,
HGW1849081661,2016-04-08T00:00:00,261-0013,190,,,,,,,
HGW2592410415,2016-04-08T00:00:00,276-0046,140,,,,,,,
HGW4192227781,2016-04-08T00:00:00,206-0824,280,,,,,,,
HGW2440335259,2016-04-08T00:00:00,206-0824,80,,,,,263,0.08,
HGW0022302486,2016-04-08T00:00:00,276-0046,90,,,,,684,0.18,
HGW0119000400,2016-04-08T00:00:00,276-0046,570,,,,,425,0.12,
HGW0527078356,2016-04-08T00:00:00,206-0824,190,,,,,,,
HGW3418795782,2016-04-08T00:00:00,276-0046,50,,,,,158,0.09,
HGW4086841355,2016-04-08T00:00:00,261-0013,270,,,,,252,0.16,
HGW2053016894,2016-04-08T00:00:00,261-0013,240,,,,,298,0.08,
HGW2056923843,2016-04-08T00:00:00,276-0046,2860,,,2220,,,,
HGW1567490790,2016-04-08T00:00:00,276-0046,1740,,,793,,,,
HGW0999938138,2016-04-08T00:00:00,261-0013,250,,,,,377,0.1,
HGW1484386037,2016-04-08T00:00:00,261-0013,130,,,,,,,
HGW2626196856,2016-04-08T00:00:00,276-0046,220,,,,,347,0.1,
HGW0341161038,2016-04-08T00:00:00,276-0046,740,,,,,,0.02,
HGW3506558406,2016-04-08T00:00:00,276-0046,1910,,,1498,,,0.8,
HGW3088922230,2016-04-08T00:00:00,206-0824,2690,,,2147,,,,
HGW3316354389,2016-04-08T00:00:00,276-0046,80,,,,,498,0.34,
HGW3835466207,2016-04-08T00:00:00,261-0013,90,,,,,196,,
HGW0960788623,2016-04-08T00:00:00,206-0824,40,,,,,184,,
HGW2465318239,2016-04-08T00:00:00,206-0824,170,,,,,,,
HGW4201723405,2016-04-08T00:00:00,206-0824,2270,,,1980,,,,
HGW2984162470,2016-04-08T00:00:00,206-0824,540,,,98,,,,
HGW2862754275,2016-04-08T00:00:00,573-0084,1651,,,290,,,,0.008
HGW2864422167,2016-04-08T00:00:00,274-0063,48,,,,,174,0.065,
HGW1145276568,2016-04-08T00:00:00,194-0032,54,,,,,212,0.07,0.002
HGW1628028254,2016-04-08T00:00:00,245-0016,164,,,,,,,
HGW3819013474,2016-04-08T00:00:00,245-0016,89,,,,,229,0.065,0.013
HGW0109674464,2016-04-08T00:00:00,245-0016,2559,,,974,,,,0.005
HGW4266179256,2016-04-08T00:00:00,595-0813,84,,,,,259,0.08,
HGW2675582057,2016-04-08T00:00:00,274-0063,2914,,,2160,,,,
HGW2507102389,2016-04-08T00:00:00,245-0016,215,,,,,,,
HGW0292545493,2016-04-08T00:00:00,194-0032,2102,,,284,,,,0.012
HGW1888757583,2016-04-08T00:00:00,194-0032,138,,,,,,,
HGW3087458710,2016-04-08T00:00:00,573-0084,322,,,,,329,0.09,
HGW1163585690,2016-04-08T00:00:00,573-0084,45,,,,,216,0.07,
HGW2360924179,2016-04-08T00:00:00,245-0016,93,,,,,527,0.145,0.016
HGW2979506575,2016-04-08T00:00:00,573-0084,2990,,,2011,,,,0.035
HGW3939678160,2016-04-08T00:00:00,573-0084,73,,,,,312,0.08,0.008
HGW1901037140,2016-04-08T00:00:00,573-0084,2733,,,1102,,,,0.015
HGW2794906293,2016-04-08T00:00:00,194-0032,3094,,,2168,,,,
HGW1255839825,2016-04-08T00:00:00,573-0084,53,,,,,169,0.07,
HGW1922304917,2016-04-08T00:00:00,274-0063,1932,,,693,,,,0.073
HGW0723606708,2016-04-08T00:00:00,194-0032,751,,,,,,,
HGW4233223550,2016-04-08T00:00:00,573-0084,47,,,,,169,0.07,
HGW3975340233,2016-04-08T00:00:00,194-0032,2276,,,710,,,,0.01
HGW1770315374,2016-04-08T00:00:00,245-0016,3042,,,1065,,,,0.021
