hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-12-03T00:00:00,276-0046,170,,,,,,,
HGW1849081661,2016-12-03T00:00:00,261-0013,190,,,,,,,
HGW2592410415,2016-12-03T00:00:00,276-0046,50,,,,,334,0.33,
HGW4192227781,2016-12-03T00:00:00,206-0824,510,,,,,,,
HGW2440335259,2016-12-03T00:00:00,206-0824,60,,,,,284,0.09,
HGW0022302486,2016-12-03T00:00:00,276-0046,820,,,149,,690,0.26,
HGW0119000400,2016-12-03T00:00:00,276-0046,1180,,,795,,311,0.09,
HGW3729565342,2016-12-03T00:00:00,206-0824,680,,,,,423,0.1,
HGW0527078356,2016-12-03T00:00:00,206-0824,1080,,,,,,,
HGW3418795782,2016-12-03T00:00:00,276-0046,50,,,,,137,0.07,
HGW4086841355,2016-12-03T00:00:00,261-0013,,,,,,,,
HGW2053016894,2016-12-03T00:00:00,261-0013,60,,,,,303,0.07,
HGW4262390424,2016-12-03T00:00:00,276-0046,660,,,,,,0.2,
HGW2056923843,2016-12-03T00:00:00,276-0046,2660,,,2183,,,,
HGW1567490790,2016-12-03T00:00:00,276-0046,2880,,,2160,,,,
HGW2731818357,2016-12-03T00:00:00,276-0046,240,,,,,,,
HGW0999938138,2016-12-03T00:00:00,261-0013,360,,,,,527,0.13,
HGW1484386037,2016-12-03T00:00:00,261-0013,270,,,,,,,
HGW2626196856,2016-12-03T00:00:00,276-0046,280,,,,,422,0.46,
HGW2550549887,2016-12-03T00:00:00,261-0013,230,,,,,,,
HGW3813403007,2016-12-03T00:00:00,261-0013,690,,,,,,,
HGW0341161038,2016-12-03T00:00:00,276-0046,920,,,,,,0.07,
HGW3506558406,2016-12-03T00:00:00,276-0046,260,,,,,,,
HGW3088922230,2016-12-03T00:00:00,206-0824,2530,,,2160,,,,
HGW0807025331,2016-12-03T00:00:00,261-0013,110,,,,,259,0.07,
HGW3316354389,2016-12-03T00:00:00,276-0046,220,,10,,,405,0.12,
HGW3835466207,2016-12-03T00:00:00,261-0013,140,,,,,304,,
HGW3938264288,2016-12-03T00:00:00,261-0013,370,,,,,621,,
HGW0960788623,2016-12-03T00:00:00,206-0824,130,,,,,300,,
HGW2465318239,2016-12-03T00:00:00,206-0824,800,,,,,,,
HGW4201723405,2016-12-03T00:00:00,206-0824,1780,,,1344,,,,
HGW3424705551,2016-12-03T00:00:00,276-0046,100,,,,,279,0.13,
HGW0011113187,2016-12-03T00:00:00,261-0013,220,,,,,,,
HGW1724705971,2016-12-03T00:00:00,206-0824,240,,,,,,,
HGW2700713230,2016-12-03T00:00:00,206-0824,340,,,,,627,0.23,
HGW2862754275,2016-12-03T00:00:00,573-0084,2974,,,2127,,,,0.005
HGW2864422167,2016-12-03T00:00:00,274-0063,74,,,,,383,0.38,
HGW1145276568,2016-12-03T00:00:00,194-0032,55,,,,,212,0.065,
HGW1628028254,2016-12-03T00:00:00,245-0016,356,,,,,,,
HGW3819013474,2016-12-03T00:00:00,245-0016,84,,,,,276,0.075,0.007
HGW0109674464,2016-12-03T00:00:00,245-0016,2258,,,1051,,,,0.003
HGW4266179256,2016-12-03T00:00:00,595-0813,554,,,,,,0.055,
HGW2507102389,2016-12-03T00:00:00,245-0016,602,,,,,,,0.029
HGW0292545493,2016-12-03T00:00:00,194-0032,205,,,,,,,
HGW1888757583,2016-12-03T00:00:00,194-0032,132,,,,,,,
HGW3087458710,2016-12-03T00:00:00,573-0084,795,,,,,,,
HGW1163585690,2016-12-03T00:00:00,573-0084,108,,,,,281,0.08,
HGW2360924179,2016-12-03T00:00:00,245-0016,651,,,,,657,0.17,
HGW2979506575,2016-12-03T00:00:00,573-0084,2747,,,2126,,,,0.105
HGW3939678160,2016-12-03T00:00:00,573-0084,101,,,,,212,0.07,
HGW1901037140,2016-12-03T00:00:00,573-0084,3575,,,1102,,,,0.018
HGW2794906293,2016-12-03T00:00:00,194-0032,3487,,,2222,,,,
HGW1255839825,2016-12-03T00:00:00,573-0084,69,,,,,334,0.085,
HGW1922304917,2016-12-03T00:00:00,274-0063,2555,,,1494,,,,
HGW0723606708,2016-12-03T00:00:00,194-0032,3324,,,1157,,,,
HGW4233223550,2016-12-03T00:00:00,573-0084,90,,,,,334,0.09,0.009
HGW3975340233,2016-12-03T00:00:00,194-0032,1230,,,,,,,
HGW1770315374,2016-12-03T00:00:00,245-0016,2914,,,1129,,,,0.014
HGW2211161695,2016-12-03T00:00:00,573-0084,254,,,,,,0.005,
HGW3979453947,2016-12-03T00:00:00,274-0063,52,,,,,214,0.03,
HGW3210466135,2016-12-03T00:00:00,573-0084,3714,,,2170,,,,0.009
HGW1150228943,2016-12-03T00:00:00,194-0032,349,,,,,,,
HGW3896978369,2016-12-03T00:00:00,245-0016,535,,,,,,,0.012
HGW0224584910,2016-12-03T00:00:00,573-0084,43,,,,,205,0.065,0.008
HGW2352450618,2016-12-03T00:00:00,194-0032,3346,,,1138,,,,0.008
HGW1382864968,2016-12-03T00:00:00,194-0032,380,,,,,,,
HGW3299398081,2016-12-03T00:00:00,595-0813,45,,,,,294,0.08,
HGW3556093971,2016-12-03T00:00:00,595-0813,2526,,,2183,,,,0.012
HGW1779326846,2016-12-03T00:00:00,595-0813,49,,,,,136,0.06,
HGW0980111669,2016-12-03T00:00:00,245-0016,2686,,,1498,,670,0.085,0.046
HGW0548855049,2016-12-03T00:00:00,245-0016,451,,1,,,608,0.275,0.159
HGW2019559833,2016-12-03T00:00:00,194-0032,2396,,,1942,,,,0.009
HGW3905059517,2016-12-03T00:00:00,274-0063,2519,,,1187,,,,
HGW3107087926,2016-12-03T00:00:00,595-0813,54,,,,,210,0.06,
HGW4090376889,2016-12-03T00:00:00,245-0016,76,,,,,348,0.085,
HGW2896326762,2016-12-03T00:00:00,274-0063,241,,,,,,,
HGW3027793024,2016-12-03T00:00:00,245-0016,240,,,,,438,0.12,0.029
HGW1337358987,2016-12-03T00:00:00,274-0063,273,,,,,,,0.005
HGW3766800683,2016-12-03T00:00:00,194-0032,66,,,,,283,0.075,
HGW2238224375,2016-12-03T00:00:00,573-0084,430,,,888,,290,0.09,0.011
HGW2500187106,2016-12-03T00:00:00,595-0813,129,,,,,438,0.185,0.001
HGW2633657355,2016-12-03T00:00:00,573-0084,240,,,,544,574,0.695,0.261
HGW3036983001,2016-12-03T00:00:00,595-0813,69,,,,,469,0.115,
HGW0340690536,2016-12-03T00:00:00,595-0813,436,,,,,,,
HGW3521173424,2016-12-03T00:00:00,245-0016,75,,,,,553,0.135,
HGW2405676507,2016-12-03T00:00:00,274-0063,52,,,,,137,0.06,
HGW1633016930,2016-12-03T00:00:00,573-0084,199,,,,,274,0.09,0.014
HGW4048014188,2016-12-03T00:00:00,194-0032,1021,,,,,567,0.14,0.012
HGW4228193834,2016-12-03T00:00:00,245-0016,613,,,,,,,
HGW3199834989,2016-12-03T00:00:00,245-0016,57,,,,,179,0.075,
HGW0852590661,2016-12-03T00:00:00,595-0813,56,,,,,174,0.065,
HGW3417223008,2016-12-03T00:00:00,194-0032,180,,,,,348,0.105,
HGW0008585550,2016-12-03T00:00:00,573-0084,268,,,,,,,0.005
HGW3412860148,2016-12-03T00:00:00,194-0032,435,,,,,,0.315,
HGW0297198766,2016-12-03T00:00:00,595-0813,1216,,,,,,,0.003
HGW1392167190,2016-12-03T00:00:00,573-0084,375,,,,,,0.01,0.012
HGW0359516503,2016-12-03T00:00:00,194-0032,51,,,,,142,0.06,
HGW2950693375,2016-12-03T00:00:00,573-0084,71,,,,1014,,,
HGW1540053189,2016-12-03T01:00:00,276-0046,170,,,,,,,
HGW1849081661,2016-12-03T01:00:00,261-0013,190,,,,,,,
HGW2592410415,2016-12-03T01:00:00,276-0046,60,,,,,282,0.25,
HGW4192227781,2016-12-03T01:00:00,206-0824,540,,,,,,,
HGW2440335259,2016-12-03T01:00:00,206-0824,60,,,,,271,0.07,
HGW0022302486,2016-12-03T01:00:00,276-0046,110,,,,,623,0.14,
HGW0119000400,2016-12-03T01:00:00,276-0046,50,,,,,191,0.07,
HGW3729565342,2016-12-03T01:00:00,206-0824,190,,,,,289,0.08,
HGW0527078356,2016-12-03T01:00:00,206-0824,760,,,,,,,
HGW3418795782,2016-12-03T01:00:00,276-0046,50,,,,,134,0.08,
HGW4086841355,2016-12-03T01:00:00,261-0013,,,,,,,,
HGW2053016894,2016-12-03T01:00:00,261-0013,300,,,,,329,0.1,
HGW4262390424,2016-12-03T01:00:00,276-0046,500,,,,,,0.21,
HGW2056923843,2016-12-03T01:00:00,276-0046,820,,,426,,,,
HGW1567490790,2016-12-03T01:00:00,276-0046,1290,,,667,,,,
HGW2731818357,2016-12-03T01:00:00,276-0046,310,,,,,,,
HGW0999938138,2016-12-03T01:00:00,261-0013,340,,,,,360,0.1,
HGW1484386037,2016-12-03T01:00:00,261-0013,240,,,,,,,
HGW2626196856,2016-12-03T01:00:00,276-0046,130,,,,,259,0.21,
HGW2550549887,2016-12-03T01:00:00,261-0013,160,,,,,,,
HGW3813403007,2016-12-03T01:00:00,261-0013,690,,,,,,,
HGW0341161038,2016-12-03T01:00:00,276-0046,860,,,,,,0.3,
HGW3506558406,2016-12-03T01:00:00,276-0046,230,,,,,,,
HGW3088922230,2016-12-03T01:00:00,206-0824,2260,,,1493,,,,
HGW0807025331,2016-12-03T01:00:00,261-0013,50,,,,,188,0.06,
HGW3316354389,2016-12-03T01:00:00,276-0046,260,,,,,357,0.09,
HGW3835466207,2016-12-03T01:00:00,261-0013,90,,,,,262,,
HGW3938264288,2016-12-03T01:00:00,261-0013,170,,,,,15,,
HGW0960788623,2016-12-03T01:00:00,206-0824,110,,,,,280,,
HGW2465318239,2016-12-03T01:00:00,206-0824,430,,,,,,,
HGW4201723405,2016-12-03T01:00:00,206-0824,200,,,,,,,
HGW3424705551,2016-12-03T01:00:00,276-0046,50,,,,,243,0.07,
HGW0011113187,2016-12-03T01:00:00,261-0013,180,,,,,,,
HGW1724705971,2016-12-03T01:00:00,206-0824,230,,,,,,,
HGW2700713230,2016-12-03T01:00:00,206-0824,430,,,,,291,0.09,
HGW2862754275,2016-12-03T01:00:00,573-0084,1935,,,,,,,
HGW2864422167,2016-12-03T01:00:00,274-0063,57,,,,,199,0.145,
HGW1145276568,2016-12-03T01:00:00,194-0032,57,,,,,234,0.07,
HGW1628028254,2016-12-03T01:00:00,245-0016,466,,,,,,,
HGW3819013474,2016-12-03T01:00:00,245-0016,68,,,,,209,0.06,0.007
HGW0109674464,2016-12-03T01:00:00,245-0016,1129,,,,,,,0.009
HGW4266179256,2016-12-03T01:00:00,595-0813,507,,,,,,,0.024
HGW2507102389,2016-12-03T01:00:00,245-0016,457,,,,,,,
HGW0292545493,2016-12-03T01:00:00,194-0032,843,,,,,,,0.064
HGW1888757583,2016-12-03T01:00:00,194-0032,131,,,,,,,
HGW3087458710,2016-12-03T01:00:00,573-0084,824,,,,,,,0.008
HGW1163585690,2016-12-03T01:00:00,573-0084,89,,,,,260,0.075,
HGW2360924179,2016-12-03T01:00:00,245-0016,107,,,,,423,0.11,
HGW2979506575,2016-12-03T01:00:00,573-0084,1590,,,99,,,,0.074
HGW3939678160,2016-12-03T01:00:00,573-0084,50,,,,,192,0.07,0.008
HGW1901037140,2016-12-03T01:00:00,573-0084,1208,,,,,,,0.011
HGW2794906293,2016-12-03T01:00:00,194-0032,3029,,,172,,,,
HGW1255839825,2016-12-03T01:00:00,573-0084,73,,,,,327,0.075,0.021
HGW1922304917,2016-12-03T01:00:00,274-0063,1465,,,,,,,0.064
HGW0723606708,2016-12-03T01:00:00,194-0032,1278,,,,,,,
HGW4233223550,2016-12-03T01:00:00,573-0084,53,,,,,224,0.075,
HGW3975340233,2016-12-03T01:00:00,194-0032,426,,,,,,,
HGW1770315374,2016-12-03T01:00:00,245-0016,960,,,,,,,0.008
HGW2211161695,2016-12-03T01:00:00,573-0084,187,,,,,,,
