hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2017-01-30T00:00:00,276-0046,210,,,,,,,
HGW1849081661,2017-01-30T00:00:00,261-0013,220,,,,,,,
HGW2592410415,2017-01-30T00:00:00,276-0046,60,,,,,219,0.08,
HGW4192227781,2017-01-30T00:00:00,206-0824,130,,,,,313,0.08,
HGW2440335259,2017-01-30T00:00:00,206-0824,100,,,,,369,0.1,
HGW0022302486,2017-01-30T00:00:00,276-0046,3220,,,2034,,519,0.23,
HGW0119000400,2017-01-30T00:00:00,276-0046,2410,,,2098,,625,0.14,
HGW3729565342,2017-01-30T00:00:00,206-0824,910,,,,,339,0.08,
HGW0527078356,2017-01-30T00:00:00,206-0824,2120,,,2099,,679,0.22,
HGW3418795782,2017-01-30T00:00:00,276-0046,40,,,,,176,0.07,
HGW4086841355,2017-01-30T00:00:00,261-0013,250,,,,,359,0.08,
HGW2053016894,2017-01-30T00:00:00,261-0013,40,,,,,262,0.08,
HGW2674981515,2017-01-30T00:00:00,276-0046,40,,,,,168,0.06,
HGW4262390424,2017-01-30T00:00:00,276-0046,670,,,,,,0.02,
HGW2056923843,2017-01-30T00:00:00,276-0046,3700,,,2220,,,,
HGW1567490790,2017-01-30T00:00:00,276-0046,2840,,,2120,,,,
HGW2731818357,2017-01-30T00:00:00,276-0046,50,,,,,226,0.17,
HGW0999938138,2017-01-30T00:00:00,261-0013,150,,,,,244,0.08,
HGW1484386037,2017-01-30T00:00:00,261-0013,40,,,,,176,0.06,
HGW2626196856,2017-01-30T00:00:00,276-0046,240,,,,,358,0.1,
HGW2550549887,2017-01-30T00:00:00,261-0013,150,,,,,45,0.07,
HGW3813403007,2017-01-30T00:00:00,261-0013,140,,,,,429,0.11,
HGW0341161038,2017-01-30T00:00:00,276-0046,510,,,,,,,
HGW3506558406,2017-01-30T00:00:00,276-0046,280,,,,,,,
HGW3088922230,2017-01-30T00:00:00,206-0824,2580,,,2160,,,,
HGW0807025331,2017-01-30T00:00:00,261-0013,40,,,,,183,0.08,
HGW3176292276,2017-01-30T00:00:00,276-0046,150,,,,,,,
HGW3316354389,2017-01-30T00:00:00,276-0046,220,,,,,544,0.14,
HGW0549372333,2017-01-30T00:00:00,276-0046,,,,,,,,
HGW3835466207,2017-01-30T00:00:00,261-0013,410,,,,,,,
HGW3938264288,2017-01-30T00:00:00,261-0013,180,,,,,81,,
HGW0960788623,2017-01-30T00:00:00,206-0824,150,,,,,324,,
HGW2465318239,2017-01-30T00:00:00,206-0824,120,,,,,506,,
HGW4201723405,2017-01-30T00:00:00,206-0824,1490,,,,,,,
HGW3464437875,2017-01-30T00:00:00,276-0046,90,,,,,283,,
HGW3424705551,2017-01-30T00:00:00,276-0046,230,,,,,,,
HGW3475679756,2017-01-30T00:00:00,261-0013,160,,,,,350,0.08,
HGW1883670650,2017-01-30T00:00:00,261-0013,80,,,,,,,
HGW0011113187,2017-01-30T00:00:00,261-0013,2650,,,2160,,,,
HGW1724705971,2017-01-30T00:00:00,206-0824,180,,,,,349,0.1,
HGW2942607227,2017-01-30T00:00:00,261-0013,460,,,,,519,,
HGW0628187266,2017-01-30T00:00:00,206-0824,2440,,,1501,,,,
HGW2700713230,2017-01-30T00:00:00,206-0824,40,,,,,186,0.07,
HGW3261148883,2017-01-30T00:00:00,261-0013,230,,,3,,331,0.09,
HGW1448815520,2017-01-30T00:00:00,261-0013,1200,,,1493,,,,
HGW3657144636,2017-01-30T00:00:00,276-0046,300,,,116,,226,0.07,
HGW2862754275,2017-01-30T00:00:00,573-0084,2764,,,1823,,,,
HGW2864422167,2017-01-30T00:00:00,274-0063,159,,,,,448,0.115,
HGW1145276568,2017-01-30T00:00:00,194-0032,51,,,,,172,0.065,
HGW1628028254,2017-01-30T00:00:00,245-0016,2600,,,1149,,,,
HGW3819013474,2017-01-30T00:00:00,245-0016,64,,,,,225,0.075,
HGW0109674464,2017-01-30T00:00:00,245-0016,1894,,,678,,,,
HGW4266179256,2017-01-30T00:00:00,595-0813,88,,,,,182,0.065,
HGW2507102389,2017-01-30T00:00:00,245-0016,2470,,,1517,,,,
HGW0292545493,2017-01-30T00:00:00,194-0032,3806,,,2210,,,,0.008
HGW1888757583,2017-01-30T00:00:00,194-0032,163,,,,,,,
HGW3087458710,2017-01-30T00:00:00,573-0084,770,,,,,,,
HGW1163585690,2017-01-30T00:00:00,573-0084,391,,,,,,,
HGW2360924179,2017-01-30T00:00:00,245-0016,112,,,,,335,0.105,0.007
HGW2979506575,2017-01-30T00:00:00,573-0084,1963,,,,,,,0.071
HGW3939678160,2017-01-30T00:00:00,573-0084,155,,,,,284,0.085,
HGW1901037140,2017-01-30T00:00:00,573-0084,4430,,,1182,,,,0.019
HGW2794906293,2017-01-30T00:00:00,194-0032,5254,,,2219,,,,0.006
HGW1255839825,2017-01-30T00:00:00,573-0084,53,,,,,183,0.06,
HGW1922304917,2017-01-30T00:00:00,274-0063,2691,,,1398,,,,
