hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-04-27T00:00:00,276-0046,160,,,,,,,
HGW1849081661,2016-04-27T00:00:00,261-0013,200,,,,,,,
HGW2592410415,2016-04-27T00:00:00,276-0046,70,,,,,341,0.19,
HGW4192227781,2016-04-27T00:00:00,206-0824,40,,,,,210,0.06,
HGW2440335259,2016-04-27T00:00:00,206-0824,70,,,,,422,0.1,
HGW0022302486,2016-04-27T00:00:00,276-0046,2120,,,1372,,,,
HGW0119000400,2016-04-27T00:00:00,276-0046,500,,,,,,,
HGW0527078356,2016-04-27T00:00:00,206-0824,420,,,,,,,
HGW3418795782,2016-04-27T00:00:00,276-0046,50,,,,,176,0.06,
HGW4086841355,2016-04-27T00:00:00,261-0013,370,,,,,,0.02,
HGW2053016894,2016-04-27T00:00:00,261-0013,370,,,,,,,
HGW2056923843,2016-04-27T00:00:00,276-0046,350,,,,,,,
HGW1567490790,2016-04-27T00:00:00,276-0046,1090,,,587,,,,
HGW0999938138,2016-04-27T00:00:00,261-0013,340,,,,,310,0.1,
HGW1484386037,2016-04-27T00:00:00,261-0013,50,,,,,186,0.07,
HGW2626196856,2016-04-27T00:00:00,276-0046,490,,,,,456,0.12,
HGW0341161038,2016-04-27T00:00:00,276-0046,620,,,,,,,
HGW3506558406,2016-04-27T00:00:00,276-0046,230,,,,,60,0.06,
HGW3088922230,2016-04-27T00:00:00,206-0824,1210,,,947,,,,
HGW3316354389,2016-04-27T00:00:00,276-0046,80,,,,,356,0.1,
HGW3835466207,2016-04-27T00:00:00,261-0013,1020,,,,,,,
HGW0960788623,2016-04-27T00:00:00,206-0824,400,,,,,,,
HGW2465318239,2016-04-27T00:00:00,206-0824,60,,,,,218,,
HGW4201723405,2016-04-27T00:00:00,206-0824,260,,,,,,,
HGW2984162470,2016-04-27T00:00:00,206-0824,709,,,209,12,,,
HGW2862754275,2016-04-27T00:00:00,573-0084,382,,,,,,,
HGW2864422167,2016-04-27T00:00:00,274-0063,62,,,,,314,0.375,0.03
HGW1145276568,2016-04-27T00:00:00,194-0032,264,,,,,,0.04,0.013
HGW1628028254,2016-04-27T00:00:00,245-0016,253,,,,,,,
HGW3819013474,2016-04-27T00:00:00,245-0016,83,,,,,262,0.07,0.008
HGW0109674464,2016-04-27T00:00:00,245-0016,417,,,,,,,0.003
