hemsId,date,postal,main,solarGenerated,solarSold,batteryCharge,batteryDischarge,fuelCell,gasUsage,waterUsage
HGW1540053189,2016-11-20T00:00:00,276-0046,170,,,,,,,
HGW1849081661,2016-11-20T00:00:00,261-0013,170,,,,,,,
HGW2592410415,2016-11-20T00:00:00,276-0046,670,,,,,,,
HGW4192227781,2016-11-20T00:00:00,206-0824,400,,,,,,,
HGW2440335259,2016-11-20T00:00:00,206-0824,50,,,,,231,0.09,
HGW0022302486,2016-11-20T00:00:00,276-0046,840,,,58,,465,0.15,
HGW0119000400,2016-11-20T00:00:00,276-0046,610,,,351,,450,0.22,
HGW3729565342,2016-11-20T00:00:00,206-0824,500,,,,,686,0.17,
HGW0527078356,2016-11-20T00:00:00,206-0824,340,,,,,,,
HGW3418795782,2016-11-20T00:00:00,276-0046,50,,,,,175,0.06,
HGW4086841355,2016-11-20T00:00:00,261-0013,60,,,,,306,0.08,
HGW2053016894,2016-11-20T00:00:00,261-0013,230,,,,,272,0.08,
HGW4262390424,2016-11-20T00:00:00,276-0046,1110,,,,,,0.09,
HGW2056923843,2016-11-20T00:00:00,276-0046,2690,,,2220,,,,
HGW1567490790,2016-11-20T00:00:00,276-0046,2490,,,2160,,,,
HGW2731818357,2016-11-20T00:00:00,276-0046,50,,,,,221,0.06,
HGW0999938138,2016-11-20T00:00:00,261-0013,70,,,,,257,0.07,
HGW1484386037,2016-11-20T00:00:00,261-0013,80,,,,,298,0.26,
HGW2626196856,2016-11-20T00:00:00,276-0046,790,,,,,,0.2,
HGW2550549887,2016-11-20T00:00:00,261-0013,200,,,,,,0.01,
HGW3813403007,2016-11-20T00:00:00,261-0013,250,,,1,,490,0.35,
HGW0341161038,2016-11-20T00:00:00,276-0046,700,,,,,,,
HGW3506558406,2016-11-20T00:00:00,276-0046,290,,,,,,,
HGW3088922230,2016-11-20T00:00:00,206-0824,2510,,,2160,,,,
HGW0807025331,2016-11-20T00:00:00,261-0013,280,,,,,,,
HGW3316354389,2016-11-20T00:00:00,276-0046,130,,,,,457,0.11,
HGW3835466207,2016-11-20T00:00:00,261-0013,140,,,,,338,,
HGW3938264288,2016-11-20T00:00:00,261-0013,510,,,,,,,
HGW0960788623,2016-11-20T00:00:00,206-0824,300,,,,,,,
HGW2465318239,2016-11-20T00:00:00,206-0824,140,,,,,486,,
HGW4201723405,2016-11-20T00:00:00,206-0824,2190,,,1816,,,,
HGW3424705551,2016-11-20T00:00:00,276-0046,70,,,,,262,0.11,
HGW0011113187,2016-11-20T00:00:00,261-0013,370,,,,,,,
HGW1724705971,2016-11-20T00:00:00,206-0824,230,,,,,,0.01,
HGW2700713230,2016-11-20T00:00:00,206-0824,50,,,,,236,0.07,
HGW2862754275,2016-11-20T00:00:00,573-0084,1511,,,257,,,,0.014
HGW2864422167,2016-11-20T00:00:00,274-0063,102,,,,,322,0.345,
HGW1145276568,2016-11-20T00:00:00,194-0032,51,,,,,197,0.07,
HGW1628028254,2016-11-20T00:00:00,245-0016,554,,,,,,,
HGW3819013474,2016-11-20T00:00:00,245-0016,73,,,,,312,0.08,0.002
HGW0109674464,2016-11-20T00:00:00,245-0016,2664,,,1100,,,,0.009
HGW4266179256,2016-11-20T00:00:00,595-0813,357,,,,,,,
HGW2507102389,2016-11-20T00:00:00,245-0016,964,,,,,,,0.018
HGW0292545493,2016-11-20T00:00:00,194-0032,2490,,,2198,,,,0.008
HGW1888757583,2016-11-20T00:00:00,194-0032,132,,,,,,,
HGW3087458710,2016-11-20T00:00:00,573-0084,463,,,,,,,
HGW1163585690,2016-11-20T00:00:00,573-0084,96,,,,,245,0.07,
HGW2360924179,2016-11-20T00:00:00,245-0016,93,,,,,528,0.14,0.009
HGW2979506575,2016-11-20T00:00:00,573-0084,1973,,,287,,,,0.081
HGW3939678160,2016-11-20T00:00:00,573-0084,88,,,,,233,0.065,0.016
HGW1901037140,2016-11-20T00:00:00,573-0084,2953,,,1270,,,,0.01
HGW2794906293,2016-11-20T00:00:00,194-0032,889,,,,,,,
HGW1255839825,2016-11-20T00:00:00,573-0084,50,,,,,193,0.065,
HGW1922304917,2016-11-20T00:00:00,274-0063,2559,,,2204,,,,
HGW0723606708,2016-11-20T00:00:00,194-0032,2470,,,756,,,,
HGW4233223550,2016-11-20T00:00:00,573-0084,103,,,,,222,0.085,0.001
HGW3975340233,2016-11-20T00:00:00,194-0032,2970,,,2207,,,,0.021
HGW1770315374,2016-11-20T00:00:00,245-0016,2551,,,1101,,,,0.01
HGW2211161695,2016-11-20T00:00:00,573-0084,219,,,,,,,0.02
HGW3979453947,2016-11-20T00:00:00,274-0063,73,,,,,291,0.04,
HGW3210466135,2016-11-20T00:00:00,573-0084,2779,,,2145,,,,
HGW1150228943,2016-11-20T00:00:00,194-0032,41,,,,,309,0.085,
HGW3896978369,2016-11-20T00:00:00,245-0016,959,,,,,,,
HGW0224584910,2016-11-20T00:00:00,573-0084,51,,,,,201,0.075,0.007
HGW2352450618,2016-11-20T00:00:00,194-0032,2612,,,1139,,,,0.097
HGW1382864968,2016-11-20T00:00:00,194-0032,393,,,,,,,
HGW3299398081,2016-11-20T00:00:00,595-0813,76,,,,,446,0.115,
HGW3556093971,2016-11-20T00:00:00,595-0813,228,,,,,,,
HGW1779326846,2016-11-20T00:00:00,595-0813,53,,,,,203,0.07,0.009
HGW0980111669,2016-11-20T00:00:00,245-0016,760,,,,,382,0.06,0.003
HGW0548855049,2016-11-20T00:00:00,245-0016,49,,,,,162,0.065,0.027
HGW2019559833,2016-11-20T00:00:00,194-0032,2380,,,2172,,,,
HGW3905059517,2016-11-20T00:00:00,274-0063,2521,,,1194,,,,0.01
HGW3107087926,2016-11-20T00:00:00,595-0813,65,,,,,271,0.075,0.006
HGW4090376889,2016-11-20T00:00:00,245-0016,72,,,,,229,0.065,
HGW2896326762,2016-11-20T00:00:00,274-0063,50,,,,,190,0.035,
HGW3027793024,2016-11-20T00:00:00,245-0016,487,,,,,,,0.006
HGW1337358987,2016-11-20T00:00:00,274-0063,210,,,,,,,
